target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('advantage', 'endgame', 'veryLong', 'advancedPawn')",1714.138671875,3r3k/3P2pp/2q5/p2R1p1P/P7/1BP1p1P1/1P3PK1/3R4 b - - 0 31,e3e2,True,False,False,,,
"('long', 'advantage', 'endgame', 'defensiveMove')",2770.345703125,8/5r2/4ppk1/p2p2p1/1p1PnqP1/1P1Q4/PKP4R/4B3 w - - 8 38,d3h3,True,True,False,"['endgame', 'advantage', 'quietMove', 'short']",False,d3h3 f4h2 h3h2
"('crushing', 'long', 'endgame', 'rookEndgame', 'master', 'discoveredAttack', 'masterVsMaster')",1559.072265625,3r4/8/5p2/p1p1kPp1/Pp2P1R1/1P3P1r/2K3R1/8 w - - 2 48,f3f4,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'attraction')",1477.150390625,5rk1/B2R1R1p/6p1/1p2b3/8/P4P2/7r/5K2 w - - 1 28,f7f8,True,False,False,,,
"('long', 'middlegame', 'advantage', 'fork', 'exposedKing', 'defensiveMove')",1654.16015625,6kB/3q4/p2pR2R/1p1n1N2/8/P7/KPP3P1/5n2 w - - 17 40,h8h3,True,False,False,,,
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",443.0010070800781,r3k2r/pbppnppp/4p1q1/Q3N3/2PPPP2/P1NBn3/1P4PP/3R1RK1 b kq - 6 15,g6g2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,g6g2
"('crushing', 'endgame', 'rookEndgame', 'veryLong', 'pin', 'quietMove')",2407.548828125,6k1/p2r4/2R4p/5Pp1/8/6P1/Pr1p1P1P/3R2K1 b - - 1 30,b2b1,True,False,False,,,
"('crushing', 'long', 'endgame', 'master', 'defensiveMove', 'queenEndgame')",1073.02685546875,8/6pk/1p1p3p/1PpP4/Pp2q1P1/1P1p3P/8/5QK1 w - - 0 42,f1f5,True,False,True,,,
"('middlegame', 'advantage', 'short', 'master')",742.962158203125,3r2k1/1R1b1p2/2n1q2p/p1Qp4/3b4/1P2B2P/P4PP1/1B4K1 w - - 0 31,e3d4,True,True,False,"['middlegame', 'advantage', 'short']",True,e3d4 c6d4 c5d4
"('endgame', 'mate', 'mateIn1', 'oneMove')",568.9696044921875,6k1/pp3pBp/n6P/3N4/2P3P1/4P3/r5P1/6K1 w - - 0 28,d5e7,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,d5f6
"('middlegame', 'advantage', 'short', 'master')",1502.01953125,2kr3r/pp3ppp/1n6/q4b2/1np5/PQP1BN2/4BPPP/R4RK1 w - - 0 16,b3b4,True,False,False,,,
"('long', 'endgame', 'mate', 'mateIn3')",1793.8662109375,r4r2/4R3/2b4p/8/1PNk4/1K1B4/p1P4P/8 w - - 0 43,c2c3,True,True,False,"['endgame', 'mateIn2', 'mate', 'short']",False,c2c3 d4d5 d3e4
"('crushing', 'endgame', 'veryLong', 'bishopEndgame', 'advancedPawn')",1989.162109375,8/8/3b4/2pP4/1pP2kpp/1P1B1P2/6K1/8 b - - 0 65,h4h3,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2')",1368.896484375,6R1/1p6/1p5p/1B3p1k/Pr4b1/8/5K2/8 w - - 2 50,b5e8,True,False,False,,,
"('crushing', 'endgame', 'short')",1074.1240234375,7r/p4p1k/3p2qp/1p3R1N/8/2P3QP/1PP2PPK/4r3 w - - 6 30,h5f6,True,False,True,,,
"('advantage', 'short', 'fork', 'opening')",1765.33984375,r1bq3r/pp3kpp/1n2p3/2pnb3/3pN3/P7/1PP2PPP/RBBQ1RK1 w q - 1 14,d1h5,False,False,,,,
"('hangingPiece', 'advantage', 'short', 'opening')",915.03466796875,rnbqkb1r/pp3Bpp/2p5/4p1b1/4P3/2N5/PPP2PPP/R1BQ1RK1 b kq - 0 8,e8f7,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2')",1295.0205078125,3rb3/R5Bk/2p4p/1P2P3/3P4/1p2P2P/1P3qPK/8 w - - 1 32,h7h6,True,False,False,,,
"('crushing', 'middlegame', 'short')",2088.638671875,2n1k3/r2R1p2/1pBp3p/r1pP3q/P3P1K1/1R6/3Q2P1/8 w - - 3 42,g4h3,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove', 'cornerMate')",1273.0771484375,8/5N2/3R2p1/5k2/p3p1rP/2r5/2N2P1K/8 w - - 5 55,c2d4,True,False,False,,,
"('middlegame', 'advantage', 'short', 'master', 'masterVsMaster', 'queensideAttack')",1542.98046875,3rk2r/pQ3ppp/2n1N3/8/1q6/8/PPP3PP/2KRRB2 b k - 0 18,d8d1,True,False,False,,,
"('hangingPiece', 'middlegame', 'mate', 'mateIn1', 'oneMove', 'backRankMate')",559.003662109375,rn1r2k1/p1p2ppp/1q2b3/3Q4/2N5/P3b1PP/5PB1/R4RK1 w - - 3 19,d5d8,True,False,False,,,
"('crushing', 'middlegame', 'short', 'kingsideAttack')",1284.048828125,3r2k1/bN1p2p1/p3nr1p/1p1Q4/5qB1/PP5P/5PP1/2R2RK1 b - - 2 25,a7f2,True,False,False,,,
"('middlegame', 'advantage', 'short', 'fork')",2012.568359375,r1b1kb2/3pqp1r/pp5p/2p1p3/2B1n3/2P5/PP3PPP/RN1Q1RK1 w q - 0 13,d1d5,True,False,False,,,
"('advantage', 'endgame', 'short', 'fork')",926.00634765625,3k1b1r/ppR2ppp/1r2p3/8/3P4/2Q5/PP3PPK/5R2 b - - 1 20,f8d6,True,False,False,,,
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",954.1669921875,2r2rk1/1p4p1/p5p1/3pPpq1/3N1n2/P1P4P/1P3PP1/2RQR1K1 b - - 1 21,g5g2,True,False,False,,,
"('crushing', 'long', 'endgame', 'rookEndgame', 'defensiveMove')",1199.201171875,8/6pp/R2rk3/8/8/7P/6PK/8 w - - 0 40,a6d6,True,False,True,,,
"('endgame', 'mate', 'mateIn1', 'oneMove')",1006.099609375,1k6/p1p5/1p1b3P/3p2Q1/3P1PP1/4q3/2BP1n2/1RK5 b - - 1 39,d6a3,True,True,False,"['endgame', 'mateIn3', 'mate', 'pin', 'long']",False,d6a3 b1b2 e3e1 c2d1 e1d1
"('long', 'middlegame', 'advantage', 'pin', 'queensideAttack')",2075.47265625,1k1r3r/2p2pp1/ppn4p/3p3P/5Bq1/P2P4/2P1P1BK/RQ6 w - - 0 24,b1b6,True,False,False,,,
"('crushing', 'long', 'endgame', 'pawnEndgame', 'zugzwang', 'defensiveMove')",2028.66015625,8/8/2p1k3/1pP5/1P1Pp3/4K3/8/8 w - - 1 39,e3e4,True,False,False,,,
"('long', 'middlegame', 'advantage', 'fork', 'discoveredAttack', 'sacrifice', 'attraction')",2047.677734375,q4rk1/2R3pp/pp3b2/3bn1N1/P2B4/2Q3P1/7P/2R3K1 b - - 1 31,g6g7,True,False,False,,,
"('middlegame', 'advantage', 'short', 'deflection')",2104.73046875,r3qb1r/pp3Rp1/2kpQ3/2n1p3/3pP3/3P2BP/PPP3P1/5RK1 w - - 10 22,e6c4,True,True,False,"['middlegame', 'advantage', 'short']",False,e6d5 c6b6 b2b4
"('endgame', 'short', 'mate', 'mateIn2')",1774.1171875,7k/p3P1pp/6b1/q1P5/2R5/2R1QpPP/3K1P2/1r6 b - - 0 41,a5a2,True,False,False,,,
"('endgame', 'rookEndgame', 'mate', 'mateIn1', 'oneMove')",980.86474609375,6k1/P3R2R/6p1/8/5p1P/2P2P1K/r7/6r1 b - - 0 42,g1g3,True,True,False,"['endgame', 'mateIn1', 'mate', 'rookEndgame', 'oneMove']",True,g1g3
"('middlegame', 'advantage', 'short')",1559.072265625,5b2/2p3kp/q2pB1p1/2nPp3/6P1/3Q1PP1/3R1NKP/1r6 w - - 18 40,d3a6,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'kingsideAttack')",1570.775390625,r3r2k/pppqn2p/7B/4pp1n/8/P1PPQK2/1P5P/6R1 w - - 2 24,e3e5,True,True,False,"['middlegame', 'mateIn2', 'mate', 'kingsideAttack', 'short']",True,e3e5 h5f6 e5f6
"('middlegame', 'advantage', 'short', 'fork')",1194.0810546875,r2k3r/1p1q2p1/2p3Bp/pPb1Q3/P3PN2/3P4/2n2PPP/5RK1 w - - 1 23,f4e6,True,False,False,,,
"('middlegame', 'advantage', 'veryLong', 'discoveredAttack')",1731.693359375,r2n1rk1/2p1q1pp/8/1p1p1p2/1n1P4/1PB1P1Q1/1P2BPPP/1K1R3R b - - 0 18,e7e4,True,False,False,,,
"('crushing', 'long', 'middlegame', 'discoveredAttack')",1445.6982421875,q2r2k1/p2bbppp/1p2p3/4P3/2P3P1/B1P5/P3Q1P1/3R1R1K b - - 4 23,d7c6,True,False,False,,,
"('long', 'middlegame', 'advantage')",2275.888671875,r3r1k1/ppp1bpp1/3p3p/5bnq/2PB4/N1N1R2P/PP3QP1/R4PK1 w - - 11 21,h3h4,False,False,,,,
"('middlegame', 'mate', 'master', 'mateIn1', 'oneMove')",1036.0888671875,5rk1/1b2qp2/3pp2Q/p1p1n2N/Pr1bP3/1P1P1P1P/2B3P1/1R2R2K w - - 4 32,h6g7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,h6g7
"('middlegame', 'mate', 'mateIn1', 'oneMove')",606.913330078125,r2q1rk1/ppp2pp1/1b1p3p/4n1NP/1Pb5/P5P1/2Q1PPB1/R1B2RK1 w - - 0 16,c2h7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,c2h7
"('crushing', 'middlegame', 'short')",2183.7265625,2r1r1k1/pp4p1/1b3P2/2p3np/2P3N1/6K1/P1Q5/5R2 w - - 0 32,c2g6,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'deflection')",1624.90234375,6k1/5rbq/1pNpN1Q1/p1pP4/6n1/P6b/1P4P1/4R1K1 w - - 1 33,c6e7,True,False,False,,,
"('crushing', 'endgame', 'pawnEndgame', 'veryLong')",1917.48046875,8/8/p3p1p1/3k3p/7P/P3K1P1/5P2/8 b - - 1 39,d5c4,True,False,False,,,
"('crushing', 'middlegame', 'short', 'defensiveMove')",2236.390625,2r2rk1/R1pbqpbp/B5p1/Q1PP4/PP2p3/4P2P/3N2P1/4K2R b K - 1 22,g7c3,True,False,False,,,
"('crushing', 'hangingPiece', 'long', 'endgame', 'master')",1526.888671875,r7/1p3R2/2p2k1p/p3bPpP/5pP1/1B3P2/PqP1Q1K1/8 b - - 0 22,f6f7,True,False,False,,,
"('hangingPiece', 'long', 'middlegame', 'advantage')",1216.0244140625,6r1/1p1k4/p1p3rp/3np3/B2pQ2q/3P4/PPP3P1/RN4K1 w - - 6 26,e4h4,True,False,False,,,
"('endgame', 'mate', 'master', 'mateIn1', 'oneMove', 'doubleBishopMate')",731.990478515625,6k1/6pp/RN1p4/2p1p3/2PbP1b1/1P3P2/1P5P/7K b - - 0 27,g4f3,True,True,False,"['endgame', 'mateIn1', 'mate', 'doubleBishopMate', 'oneMove']",True,g4f3
"('long', 'middlegame', 'mate', 'backRankMate', 'sacrifice', 'mateIn3')",1267.95703125,r4rk1/p1p1b1pp/8/8/3qQ3/8/PPP2PPP/R1B1R1K1 b - - 0 15,d4f2,True,True,False,"['middlegame', 'mateIn3', 'mate', 'backRankMate', 'sacrifice', 'long']",True,d4f2 g1h1 f2f1 e1f1 f8f1
"('middlegame', 'short', 'mate', 'mateIn2', 'kingsideAttack', 'sacrifice', 'attraction')",689.01806640625,2r3rk/1b3p1n/2q2Pp1/p1p1p3/N2p4/1P1P1R1Q/PP4PP/2R3K1 w - - 0 31,h3h7,True,True,False,"['middlegame', 'mateIn2', 'mate', 'attraction', 'sacrifice', 'kingsideAttack', 'short']",True,h3h7 h8h7 f3h3
"('endgame', 'short', 'mate', 'mateIn2')",591.918701171875,4r1k1/p4p1p/1pb3p1/8/6QP/P5P1/2P2P2/4R1K1 b - - 0 29,e8e1,True,True,False,"['endgame', 'mateIn2', 'mate', 'hangingPiece', 'short']",True,e8e1 g1h2 e1h1
"('crushing', 'long', 'endgame', 'exposedKing', 'deflection', 'advancedPawn')",1314.0380859375,2r5/pp1k4/8/3pPrpp/4p3/1P4BP/P3KPP1/2R5 w - - 1 30,e5e6,True,True,False,"['endgame', 'advantage', 'deflection', 'short']",False,e5e6 d7e6 c1c8
"('endgame', 'mate', 'mateIn1', 'oneMove')",980.13330078125,3Q4/2p2k2/1p1p3p/pP1PpKP1/P1P1P2r/4RP2/5q2/8 b - - 6 41,h4f4,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,h4f4
"('middlegame', 'advantage', 'short')",1818.00390625,1r2Qbk1/p4p2/q5p1/6N1/3P4/4B3/b1P2PPP/R5K1 b - - 1 25,b8b1,True,False,False,,,
"('long', 'middlegame', 'advantage', 'pin', 'capturingDefender')",1788.74609375,6rr/pp6/3qbk1n/2p2p2/8/1PNP1Q1P/1PP2PP1/R5K1 w - - 1 21,c3e4,True,True,False,"['middlegame', 'advantage', 'pin', 'short']",False,c3e4 f6g6 e4d6
"('crushing', 'endgame', 'pawnEndgame', 'veryLong', 'quietMove', 'advancedPawn')",1523.2314453125,8/1p6/2p1p3/P7/2P5/2K1k3/P7/8 b - - 0 48,c6c5,True,False,False,,,
"('crushing', 'endgame', 'short')",2095.953125,4R3/3N1P2/p2b3p/3k4/P5pq/2P4P/1P4P1/7K w - - 0 39,d7b6,True,False,True,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1181.646484375,3r3r/p4p2/Pp2p1pk/3bQ3/3P4/5R2/3q1PPP/R5K1 w - - 9 29,f3h3,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,f3h3
"('middlegame', 'advantage', 'short', 'fork')",1049.986328125,1r2r1k1/1bpq1ppp/1b4n1/p2B2Bn/1p1P4/P1N2Q1P/1PP1N3/2KR1R2 w - - 0 23,d5f7,True,False,False,,,
"('crushing', 'endgame', 'veryLong', 'discoveredAttack')",1918.943359375,3r2k1/ppp1np1p/6p1/2qNQ3/8/8/PP3PPP/3R2K1 w - - 1 20,d5e7,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove')",863.83349609375,6k1/p1q3pp/3p2r1/1Q1P1p2/1B1Pn3/P7/B4PPP/6K1 w - - 2 28,b5e8,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,b5e8
"('middlegame', 'mate', 'mateIn1', 'oneMove')",845.181640625,r1b2rk1/p4pp1/1p1b1q1p/2p1n1N1/3p3P/1P2P3/PBQPBPP1/R3K2R w KQ - 0 16,c2h7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,c2h7
