target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('middlegame', 'advantage', 'short')",1265.7626953125,3Q1rk1/pb5p/2q3p1/1pP5/8/4N2P/P4PP1/3R1RK1 b - - 0 25,f8d8,True,False,False,,,
"('crushing', 'short', 'opening', 'deflection')",1327.935546875,r2qkbnr/1Q2pppp/p7/8/8/5P1P/PP1P1PB1/RNn2RK1 w kq - 0 12,b7c6,True,False,False,,,
"('crushing', 'endgame', 'short', 'defensiveMove')",2005.25390625,8/Q4kpp/3r4/8/4P3/4B2P/P3q1P1/6K1 b - - 0 31,f7g6,True,False,False,,,
"('hangingPiece', 'long', 'middlegame', 'advantage', 'kingsideAttack', 'discoveredAttack')",1719.2587890625,5rk1/p2q1r1p/np1p1bp1/2pP2N1/2P1PR2/PP2B1NP/3Q2P1/R5K1 b - - 0 23,f6g5,True,False,False,,,
"('middlegame', 'advantage', 'short', 'master', 'pin')",2344.64453125,6k1/2p2pp1/p1n1qb1p/1p6/8/2PNrNB1/1P3QPP/3R2K1 b - - 1 25,e6b3,True,False,False,,,
"('crushing', 'long', 'middlegame', 'fork', 'sacrifice')",1330.861328125,4b1k1/5ppp/3p1n2/2pP2q1/p1P4n/6PN/P1BN1P1P/4Q1K1 b - - 4 29,g5d2,True,False,False,,,
"('advantage', 'endgame', 'short')",2246.630859375,1rr2k2/8/p5Q1/3p2p1/3N4/2q5/PPB2PP1/1K6 w - - 1 29,g6f6,True,False,True,,,
"('crushing', 'middlegame', 'short', 'fork', 'master')",927.103515625,r2k4/ppq1n1bp/3p2p1/2n1p3/1Q2PrB1/2P4P/PP1N1PP1/R1B1K2R b KQ - 2 17,c5d3,True,False,False,,,
"('long', 'advantage', 'endgame')",2451.435546875,8/1p1P4/5bk1/4p2p/1P2Pp2/P2RqP1p/6PP/3R3K b - - 4 36,e3f2,True,False,False,,,
"('crushing', 'endgame', 'short', 'master', 'quietMove')",1731.693359375,4k2r/3b1ppp/2p1p3/2BpN3/p2P4/2K1P3/2P2rPP/R7 w k - 0 21,a1b1,True,False,False,,,
"('crushing', 'endgame', 'short', 'rookEndgame')",864.9306640625,8/3k4/1p3p2/p1p4R/P1P4P/3r4/1P5K/8 w - - 0 43,h5d5,True,True,False,"['endgame', 'crushing', 'rookEndgame', 'short']",True,h5d5 d3d5 c4d5
"('middlegame', 'advantage', 'short', 'fork')",1015.97412109375,r4rk1/ppp2ppp/2n1b3/2q5/6n1/1BPP1N2/PP1N2PP/R1BQR2K b - - 6 16,g4f2,True,False,False,,,
"('advantage', 'endgame', 'fork', 'veryLong')",1758.025390625,1k1r4/pp3p1p/2p2n2/2Q5/1PPq4/6P1/P4P1P/4R1K1 w - - 1 23,c5d4,True,False,True,,,
"('endgame', 'mate', 'master', 'kingsideAttack', 'mateIn1', 'oneMove')",1278.197265625,3r2k1/pb3ppp/1pq1p3/4P3/8/PBP4P/4QPP1/3R2K1 b - - 0 24,c6g2,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1330.1298828125,r1bq1r2/ppp1n1Q1/2pkB2p/5p2/3P4/2P5/PP4PP/RN2K1KR w KQ - 3 18,g7e5,False,False,,,,
"('crushing', 'long', 'endgame', 'pawnEndgame')",2559.689453125,8/5p2/4p2p/1p1k3P/2p3P1/1PP2P2/3K4/8 w - - 0 37,g4g5,True,False,False,,,
"('crushing', 'long', 'opening')",1844.3359375,r1bqk2r/pp3p1p/2n5/2pp4/3p2nN/3BP3/PPP2PPP/R1BQK2R w KQkq - 1 11,d1g4,True,False,False,,,
"('crushing', 'endgame', 'short', 'pawnEndgame')",1333.0556640625,8/8/2p2kp1/pp4p1/P2P1K1P/8/1P6/8 w - - 0 46,h4g5,True,False,False,,,
