target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('middlegame', 'advantage', 'short', 'clearance')",1695.12109375,rn3rk1/p1Q2ppp/2q1p3/3p1b2/3PnB2/3BPN2/PP3PPP/R4RK1 b - - 0 14,c8c7,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'backRankMate')",1267.2255859375,1r3rk1/2p2ppp/p3p3/3p4/3P1B2/2P1PR2/1q3PPP/RQ4K1 b - - 5 20,b2b1,True,True,False,"['middlegame', 'mateIn2', 'mate', 'backRankMate', 'short']",True,b2b1 a1b1 b8b1
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1406.2001953125,r1b1kb1r/5ppp/2p1p3/p5B1/4N3/1P6/P1PRN1PP/2K4n w kq - 0 15,d2d8,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,d2d8
"('endgame', 'mate', 'mateIn1', 'oneMove', 'doubleBishopMate')",746.985107421875,1r2r2k/4P2p/p7/1pB5/2B5/2P5/1P4PP/6K1 w - - 1 35,c5d4,True,True,False,"['endgame', 'mateIn1', 'mate', 'doubleBishopMate', 'oneMove']",True,c5d4
"('endgame', 'short', 'mate', 'mateIn2')",475.984619140625,8/8/3R4/1p3N2/6n1/P1P3Pk/5P2/1r4K1 b - - 3 44,b1c1,False,False,,,,
"('middlegame', 'advantage', 'short')",2192.50390625,3r1r1k/2p1b1p1/p4q1p/2P1p3/4p3/4B3/PPPN2PQ/2KR3R b - - 3 19,f6h4,True,False,True,,,
"('crushing', 'endgame', 'short', 'master', 'skewer')",1279.66015625,8/8/4p3/3k2Kp/2p5/4P3/1R2B3/5r2 b - - 2 44,f1f2,True,False,False,,,
"('middlegame', 'advantage', 'short')",2016.95703125,4qrk1/p4ppp/2Q1b3/8/P2bP3/3P2P1/1r3PBP/1NR2RK1 b - - 0 20,e8c6,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'kingsideAttack', 'pin', 'sacrifice', 'attraction')",1705.361328125,r1bq2k1/pp1n2b1/3pprQ1/6N1/2P5/2N1p1P1/PP3PP1/R3K2R w KQ - 3 14,h1h8,True,True,False,"['middlegame', 'mateIn2', 'mate', 'attraction', 'sacrifice', 'pin', 'kingsideAttack', 'short']",True,h1h8 g8h8 g6h7
"('crushing', 'long', 'endgame', 'pawnEndgame', 'quietMove')",2155.931640625,8/8/4K1kp/3p4/6PP/8/8/8 w - - 2 62,h4h5,True,False,False,,,
"('middlegame', 'advantage', 'veryLong', 'exposedKing', 'pin', 'deflection')",2530.431640625,2r1r3/p4pk1/4R2p/2b1p1pN/4B1Pq/4nQ1P/PPP5/5RK1 b - - 1 34,f7h5,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork')",763.076904296875,r7/4kp2/p3qrpp/1p2p3/3nN3/P2P2QP/1PP2PP1/1R3RK1 b - - 1 25,d4e2,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",True,d4e2 g1h1 e2g3
"('endgame', 'rookEndgame', 'mate', 'mateIn1', 'oneMove')",1133.00537109375,2R5/6p1/3R1pkp/4r3/r3PK2/1r4P1/5P1P/8 b - - 10 42,e5e4,True,False,False,,,
"('middlegame', 'advantage', 'kingsideAttack', 'veryLong', 'deflection')",1837.7529296875,4rrk1/1p2nbpp/p2q1p2/2pp1n1Q/7N/PBNP4/1PP2PPP/R3R1K1 w - - 8 18,h4f5,True,True,False,"['middlegame', 'advantage', 'short']",False,h4f5 e7f5 h5f5
