target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('middlegame', 'mate', 'mateIn1', 'oneMove', 'smotheredMate')",1515.9169921875,r2qkb1r/pp1nnp1p/2p1p2p/8/3PN3/P4N2/1PP1BPPP/R2Q1RK1 w kq - 1 10,e4d6,True,True,False,"['opening', 'mateIn1', 'mate', 'smotheredMate', 'oneMove']",False,e4d6
"('crushing', 'endgame', 'pawnEndgame', 'veryLong', 'quietMove', 'advancedPawn', 'promotion')",871.14794921875,8/8/2p5/7p/PK4k1/1P6/8/8 w - - 1 56,a4a5,True,False,False,,,
"('middlegame', 'advantage', 'short', 'master', 'pin')",1426.6806640625,8/1b2rpk1/1p4p1/2q1P1N1/p1PR1QPp/P3KP1P/P2R4/8 b - - 2 41,e7e5,True,False,False,,,
"('crushing', 'long', 'endgame')",1952.58984375,1k4r1/p1p5/2pq4/8/7Q/3P2RP/1PP2rPK/6R1 b - - 2 36,f2g2,True,False,True,,,
"('middlegame', 'advantage', 'short')",1719.990234375,r4rk1/ppq2pb1/1np2npp/1N2R3/2P3bN/1P2P1P1/PB3PBP/2Q2RK1 b - - 4 16,c7e5,True,False,False,,,
"('crushing', 'endgame', 'rookEndgame', 'veryLong', 'quietMove', 'defensiveMove')",1714.8701171875,8/6k1/8/6R1/6P1/8/4p2K/4r3 b - - 0 54,g7f6,True,False,False,,,
"('long', 'middlegame', 'mate', 'kingsideAttack', 'sacrifice', 'smotheredMate', 'mateIn3', 'doubleCheck')",1395.9599609375,r1b2rk1/pppp1Npp/8/n1PQ4/2P3K1/2q5/P1P2PPP/5R2 w - - 7 19,f7h6,True,True,True,"['middlegame', 'mateIn3', 'mate', 'smotheredMate', 'doubleCheck', 'sacrifice', 'kingsideAttack', 'long']",True,f7h6 g8h8 d5g8 f8g8 h6f7
"('crushing', 'endgame', 'short', 'master', 'defensiveMove')",1562.7294921875,5b2/8/8/4p2P/6PK/4kR2/8/8 b - - 0 57,e3f3,True,False,False,,,
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",847.01025390625,r4rk1/pp1n1ppp/2pbp3/q3n1N1/3P4/P2QPN2/1P3PPP/R4RK1 w - - 3 16,d3h7,True,False,False,,,
"('endgame', 'short', 'rookEndgame', 'mate', 'mateIn2', 'sacrifice')",740.95068359375,8/6p1/5pp1/R2R4/6Pk/6rP/5r2/7K w - - 2 41,d5h5,True,True,False,"['endgame', 'mateIn2', 'mate', 'sacrifice', 'rookEndgame', 'short']",True,d5h5 g6h5 a5h5
"('long', 'middlegame', 'advantage', 'fork')",1624.1708984375,3q1rk1/5Nbp/p3p1p1/1p1r4/3P1nQ1/P6P/5PP1/B2R1RK1 w - - 0 22,g4f4,True,False,False,,,
