target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('crushing', 'long', 'endgame', 'rookEndgame', 'deflection')",1426.6806640625,8/3k4/8/6KR/p1r4P/2P5/8/8 b - - 1 45,c4c5,True,True,False,"['endgame', 'crushing', 'rookEndgame', 'short']",False,c4c5 g5g4 c5h5
"('long', 'advantage', 'endgame', 'sacrifice', 'advancedPawn')",975.01318359375,3r2k1/pp3pp1/7p/2PrP3/1P1q1PP1/P1Rp4/3Q1B1P/5K2 b - - 2 30,d4c3,True,False,True,,,
"('hangingPiece', 'middlegame', 'advantage', 'short', 'master', 'intermezzo')",1362.3134765625,r1b2rk1/p3bpp1/1pN1pn1p/8/1P6/P3P3/1Bq2PPP/2R2RK1 w - - 0 19,c6e7,True,False,False,,,
"('advantage', 'endgame', 'short')",1493.2421875,4r1k1/5pp1/2p4p/5b2/P7/8/R3qQPP/7K w - - 0 32,f2e2,True,False,False,,,
"('crushing', 'long', 'middlegame', 'discoveredAttack')",2009.642578125,r4r2/2q4k/p1p1b1pp/1p1nnP2/2p5/P1N1B1NP/B1PQ1RPK/3R4 b - - 1 28,d5c3,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork')",870.05078125,1nb1k2r/r4ppp/ppp1p3/2n2q2/2P1N3/3B1P2/P2QK1PP/3R3R w k - 6 21,e4d6,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove', 'backRankMate')",507.9853515625,5r1k/pb4pp/1n3r2/2b5/3pp2N/PB4P1/1P1B2PP/RN3R1K b - - 0 23,f6f1,True,True,False,"['middlegame', 'mateIn1', 'mate', 'backRankMate', 'hangingPiece', 'oneMove']",True,f6f1
"('middlegame', 'advantage', 'short')",1898.462890625,r2q1r2/p2kb2Q/4p1B1/2p5/3n4/B1N4P/P2PnPP1/R3R2K b - - 4 23,f8h8,True,False,False,,,
"('crushing', 'middlegame', 'kingsideAttack', 'veryLong', 'quietMove', 'deflection')",1670.251953125,1r4k1/2q1np2/1r2pQp1/2pp2p1/P7/4R3/1P3PPP/R5K1 w - - 0 27,e3h3,True,False,False,,,
"('middlegame', 'advantage', 'short', 'master')",1640.2626953125,r1b1k2r/ppqnb1p1/2p4p/3pNp2/3PNP1B/2P5/PP2Q1PP/R3KB1R b KQkq - 0 13,e7h4,True,False,False,,,
"('hangingPiece', 'long', 'middlegame', 'advantage')",2490.93359375,r3k2r/p4p1p/1p2bQp1/2pp1n2/5B2/2Nq4/PP4PP/R3K2R w KQkq - 0 22,f6h8,True,False,False,,,
"('long', 'middlegame', 'advantage', 'fork')",1553.220703125,2rr2k1/5pp1/p2qpn1p/1p1pn3/1P6/P3P3/1Q2NPPP/2R2RK1 w - - 0 19,b4e5,True,False,False,,,
"('hangingPiece', 'endgame', 'mate', 'mateIn1', 'oneMove', 'backRankMate')",1074.85546875,6k1/5pp1/N6p/1p2n3/2p5/P1P1BqP1/5PRP/3R2K1 b - - 4 41,f3d1,True,True,False,"['endgame', 'mateIn1', 'mate', 'backRankMate', 'hangingPiece', 'oneMove']",True,f3d1
"('middlegame', 'advantage', 'short', 'fork')",1066.078125,r1r4k/p4Rpp/Q3pn2/2ppB3/3P4/2P1PPK1/2q3PP/5B1R b - - 2 18,c2g6,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",True,c2g6 g3f2 g6f7
"('endgame', 'mate', 'mateIn1', 'oneMove')",1204.3212890625,6R1/5p1p/2pB1r2/1b4p1/7k/P5R1/6PP/6K1 b - - 1 41,f6f1,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,f6f1
"('crushing', 'long', 'middlegame', 'master')",2148.6171875,2r2rk1/p4p1p/3Qb1p1/1p2bn2/2P1BRq1/1P2B3/P5PP/2R1N2K w - - 1 25,e4f5,True,False,False,,,
"('advantage', 'short', 'opening')",1936.498046875,r3kb1r/1pp2ppp/p1n1bn2/1N2N3/5B2/3PP3/q1P2PPP/QR2KB1R w Kkq - 0 10,a1a2,True,False,False,,,
"('crushing', 'long', 'endgame', 'bishopEndgame', 'advancedPawn', 'promotion')",840.0615234375,8/1B6/1Kp3p1/2P1p1k1/7p/5P2/8/8 b - - 1 49,h4h3,True,False,False,,,
"('middlegame', 'advantage', 'short')",2502.63671875,r2q2r1/ppp1b3/5kP1/4np1Q/2b5/P1N4P/1PP5/R1B1K1R1 w Q - 1 28,h5f5,True,False,False,,,
"('advantage', 'endgame', 'short', 'rookEndgame', 'defensiveMove')",1847.26171875,8/ppk2p2/6r1/4p2R/3pP3/PP1P1R2/1KPr4/8 b - - 0 41,g6c6,True,False,False,,,
"('long', 'middlegame', 'advantage', 'pin', 'capturingDefender')",2291.98046875,r4r1k/bb2qBp1/p3P2n/1p5Q/2p2P1p/N1P2R1P/PP4PB/3R3K b - - 5 26,f8f7,True,False,False,,,
"('middlegame', 'mate', 'master', 'kingsideAttack', 'mateIn1', 'oneMove', 'discoveredAttack')",988.17919921875,2k4r/1bqp2p1/pp2pp2/2bN3r/4PP1p/P2B2P1/1PPBR1P1/4RQ1K b - - 0 21,h4g3,True,True,False,"['middlegame', 'mateIn1', 'mate', 'discoveredAttack', 'kingsideAttack', 'oneMove']",True,h4g3
"('crushing', 'middlegame', 'short', 'fork')",1048.15771484375,r2r2k1/5pp1/p6p/1ppqp2N/3nN3/1PQP3P/1PP3P1/R4RK1 b - - 5 21,d4e2,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",True,d4e2 g1h1 e2c3
"('crushing', 'middlegame', 'short', 'master')",1449.35546875,5rk1/1p1n2bp/6p1/p1pPp2q/2P1Nr2/1P2QNP1/P6P/2R2R1K w - - 6 26,g3f4,True,False,False,,,
"('crushing', 'endgame', 'short', 'discoveredAttack')",996.95654296875,2kr3r/pp3p1p/3p2p1/2p5/2P5/1Q1B1q2/P1P2P1P/1R4K1 w - - 0 19,d3f5,True,True,False,"['endgame', 'advantage', 'discoveredAttack', 'short']",True,d3f5 g6f5 b3f3
"('hangingPiece', 'long', 'middlegame', 'advantage')",1641.7255859375,1Q6/6Bp/p1npkP2/2p5/6q1/2PP2N1/r1N5/5RK1 b - - 0 35,g4g3,True,False,False,,,
"('crushing', 'endgame', 'short', 'skewer')",1056.93505859375,5Q2/1R6/6p1/8/4pKP1/2n3r1/2k5/8 b - - 4 55,g3f3,True,True,False,"['endgame', 'advantage', 'skewer', 'short']",True,g3f3 f4g5 f3f8
"('endgame', 'short', 'rookEndgame', 'mate', 'mateIn2')",591.918701171875,2k3r1/2p5/p1P5/2rp4/6PR/P3R3/3K4/8 w - - 1 37,e3e8,True,False,False,,,
