target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('mate', 'master', 'mateIn1', 'oneMove', 'opening', 'queensideAttack')",744.9736328125,rn2k2r/1p2bppp/p7/2p1Pb2/1n2qB2/2P5/BP1Q1PPP/2KR2NR b kq - 0 17,b4a2,True,False,False,,,
"('crushing', 'middlegame', 'short')",1393.765625,3q1rk1/1p3pbp/p4pp1/2n5/2PBp3/1P3B1P/P1Q2PP1/3R2K1 w - - 0 21,d4c5,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1040.84326171875,r2q1r2/1bp1k1p1/2npnb2/1p2p1N1/1P3p1P/PQ1P4/1B2PP1N/R3K2R w KQ - 0 20,b3e6,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,b3e6
"('crushing', 'long', 'endgame', 'rookEndgame', 'quietMove', 'advancedPawn')",2293.443359375,6k1/R7/P5p1/4r3/5p2/1P5P/5rPK/8 w - - 2 41,a7a8,True,False,True,,,
"('endgame', 'mate', 'mateIn1', 'oneMove')",1039.0146484375,6k1/5p1p/6p1/3Q4/3p1P2/1R1Pr1PB/P2n2KP/4r3 b - - 6 39,e3e2,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,e3e2
"('crushing', 'endgame', 'fork', 'veryLong', 'exposedKing')",2698.6640625,r5k1/8/3r1ppQ/4p2p/1P5P/p6K/2BR2P1/2q5 w - - 0 44,c2b3,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove', 'backRankMate')",584.969970703125,4r2k/pp4pp/5p2/8/P3PB2/6P1/2P2PKP/r2q4 w - - 2 28,b3e8,True,False,True,,,
"('crushing', 'middlegame', 'short', 'master', 'sacrifice')",2284.666015625,2rr2k1/pbq2p2/1p1bpB1p/8/2B1P3/1P3P1N/P6P/3RQ1K1 w - - 0 22,d1d6,True,False,False,,,
"('middlegame', 'advantage', 'short', 'master')",1474.224609375,r3r1k1/5pp1/1qp1pQ1B/3p4/P1b5/2N5/2P2PPP/1R2R1K1 b - - 0 22,b6b1,True,False,False,,,
"('crushing', 'endgame', 'short', 'discoveredAttack')",1654.8916015625,2Q3q1/1p3pk1/p2p3p/P2Pp1bP/1PB1n1K1/7P/4N3/8 w - - 9 39,c8g8,True,False,False,,,
"('crushing', 'endgame', 'veryLong', 'exposedKing', 'bishopEndgame', 'advancedPawn')",2527.505859375,4b3/1k6/3K1P2/p1B4p/8/8/7P/8 w - - 0 55,d6e7,True,False,False,,,
"('crushing', 'endgame', 'short', 'rookEndgame')",1300.8720703125,8/1pk3KP/p1p5/P1P5/1P1ppR2/8/5P1r/8 w - - 0 60,f4f7,True,False,True,,,
"('crushing', 'short', 'fork', 'opening')",1207.2470703125,r2qkbnr/p4ppp/2N5/2ppP3/8/7B/PPPP3P/RNBQK2b b Qkq - 3 9,d8h4,True,False,False,,,
"('advantage', 'endgame', 'short', 'capturingDefender')",2224.6875,6k1/pp1r1p1p/2p5/2R1P1qp/3P3b/1P1R3P/P3QP2/7K b - - 6 38,d7d4,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",744.9736328125,4r1k1/1b3Rp1/4P1p1/p1ppQ1q1/P7/7P/6r1/1R5K w - - 0 29,e5g7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,e5g7
"('crushing', 'endgame', 'short', 'rookEndgame', 'discoveredAttack')",1207.2470703125,4R3/2r3p1/ppk1p3/8/2KP4/8/PP5P/8 b - - 0 42,c6d7,True,True,False,"['endgame', 'crushing', 'discoveredAttack', 'rookEndgame', 'short']",True,c6d7 c4d3 d7e8
"('middlegame', 'advantage', 'fork', 'veryLong', 'pin', 'capturingDefender')",2428.029296875,3r2k1/4bpp1/4q1rp/1P1p4/2PRp3/Q3PB2/P2R1PP1/6K1 b - - 0 26,e6e5,True,False,False,,,
"('crushing', 'hangingPiece', 'middlegame', 'veryLong')",2686.9609375,r4rk1/p1p2ppp/2Q5/3pNb2/1b1Pn2P/2NBPqP1/PP3P2/R1B1K2R b KQ - 4 13,f3h1,True,False,False,,,
"('crushing', 'endgame', 'short', 'pawnEndgame', 'master')",1660.01171875,8/p1p5/1p6/5kPK/4p3/6P1/PP6/8 w - - 0 42,g3g4,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2')",2097.416015625,6R1/5r1p/4qp1k/2p4p/p1P5/8/PP2Q2P/K7 w - - 6 35,e2h5,True,False,False,,,
"('middlegame', 'advantage', 'short')",1167.017578125,r1bq1rk1/1p3pbp/p2ppnp1/6B1/4n3/PBN2N2/1PP1QPPP/R4RK1 w - - 0 14,c3e4,True,False,False,,,
"('advantage', 'short', 'opening')",1303.7978515625,rnb1r1k1/ppp2ppp/5n2/1qbP4/2N5/2NP4/PPP1QPPP/R1B1K2R b KQ - 5 9,e8e2,True,False,False,,,
