target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('endgame', 'mate', 'mateIn1', 'oneMove')",731.076171875,6k1/1p3pP1/2p1p2Q/p1Pr3P/1P1q4/P7/6PK/8 w - - 1 36,h6h8,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,h6h8
"('long', 'middlegame', 'mate', 'sacrifice', 'attraction', 'mateIn3')",2233.46484375,r3qr2/3p2p1/b1p1p1k1/pp2P3/2nP1p2/P2N4/1PP1QPP1/RB2K2R w KQ - 0 24,d3f4,True,False,False,,,
"('crushing', 'endgame', 'rookEndgame', 'veryLong', 'quietMove')",2574.318359375,1k6/pp3p2/3p1P2/2p3K1/R2r2P1/1P6/P7/8 w - - 2 43,a4d4,True,False,False,,,
"('long', 'endgame', 'rookEndgame', 'mate', 'exposedKing', 'mateIn3')",1600.033203125,7k/1R6/7p/5Kp1/6P1/p5P1/rp6/8 w - - 0 58,f5g6,True,False,False,,,
"('crushing', 'long', 'endgame', 'fork', 'master', 'masterVsMaster')",1472.0302734375,3q4/1Pb2pk1/1r2p1pp/Q7/1R2B3/6PP/5P1K/8 b - - 2 44,b6b4,True,False,False,,,
"('crushing', 'endgame', 'short', 'master')",1210.904296875,1k1r4/pp2bp1p/1np1pp2/8/4PP2/1PNR2P1/P1P3BP/1K6 w - - 1 23,d3d8,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove', 'discoveredAttack')",938.0751953125,5r2/ppp2p2/1b1p3k/7p/Pr2Pp1N/7R/5P1K/6R1 w - - 0 30,h4f5,True,False,False,,,
"('crushing', 'long', 'endgame', 'bishopEndgame', 'defensiveMove')",2047.677734375,8/3K4/p1p5/P1B4p/bP2k3/6P1/8/8 b - - 3 45,e4f3,True,False,False,,,
"('crushing', 'middlegame', 'short')",1790.9404296875,4nr2/1b3p1k/4pq1p/1p1pP2P/pQ1P4/P1P1Pp1Q/1P2BK2/6R1 w - - 0 38,e2f3,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork', 'master')",1044.134765625,6k1/ppqn1pp1/2ppr1b1/P3r3/1PP4N/2R3QP/5PP1/3B2K1 b - - 4 26,e5e1,True,False,False,,,
"('long', 'endgame', 'mate', 'backRankMate', 'sacrifice', 'mateIn3')",792.15185546875,r5k1/5ppp/p2p4/3PpQ2/2P5/1q6/r4R2/3RK3 w - - 0 29,f5f7,True,True,False,"['endgame', 'mateIn3', 'mate', 'backRankMate', 'sacrifice', 'long']",True,f5f7 g8h8 f7f8 a8f8 f2f8
"('long', 'middlegame', 'advantage')",1624.1708984375,r1b2r2/5ppk/2pp4/4pN1n/4P2q/3P1P1P/BPPQ2PK/R4R2 b - - 4 23,c8f5,True,False,False,,,
"('hangingPiece', 'endgame', 'mate', 'mateIn1', 'oneMove')",851.033203125,2k5/pp4pp/2p5/2P1q3/8/1Q5P/P1P3P1/3r1R1K b - - 2 29,d1f1,True,True,False,"['endgame', 'mateIn1', 'mate', 'hangingPiece', 'oneMove']",True,d1f1
