target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('long', 'advantage', 'endgame')",1815.078125,6k1/5pp1/p6p/8/1b1QpB2/2q4P/5PP1/2rR2K1 w - - 2 38,d1c1,True,False,False,,,
"('advantage', 'short', 'opening')",1758.025390625,r2qkb1r/p4ppp/b7/2p1P3/2Np4/4n3/PP2QBPP/R3KB1R w KQkq - 2 14,c4e3,True,False,False,,,
"('crushing', 'endgame', 'short')",1502.01953125,7r/4ppkp/6p1/4P3/3Q1P2/pP2rqP1/P4R1P/3R2K1 b - - 3 36,h8d8,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2')",1005.00244140625,2r4k/6R1/3p1r1n/p4P2/4PQ2/2q1n3/2P5/2K4R w - - 0 40,h1h6,True,True,False,"['middlegame', 'crushing', 'sacrifice', 'exposedKing', 'veryLong']",False,h1h6 h8g7 f4g5 f6g6 g5g6 g7f8 g6d6
"('crushing', 'long', 'middlegame', 'fork', 'discoveredAttack', 'sacrifice')",1893.3427734375,2kr4/1pp1q3/8/pP1b3p/P6b/2N1rQ1P/6PB/2RB3K w - - 0 35,c3d5,True,False,False,,,
"('crushing', 'endgame', 'veryLong', 'quietMove', 'advancedPawn')",977.93896484375,8/8/4p3/7p/1Kq3pP/1P3kP1/2P2P2/8 w - - 0 44,b3c4,True,True,False,"['endgame', 'advantage', 'advancedPawn', 'quietMove', 'hangingPiece', 'promotion', 'veryLong']",True,b3c4 e6e5 c4c5 e5e4 c5c6 f3f2 c6c7 e4e3 c7c8q e3e2 c8c5
"('crushing', 'endgame', 'short', 'fork', 'master')",1240.162109375,2r3k1/5p2/p2P2p1/4n1qp/8/PQp1P2P/5PB1/3R2K1 w - - 1 28,f2f4,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'interference', 'pin')",1098.9931640625,rnb1q2r/ppp1n1pk/3b3p/7Q/3P1p2/2N2N2/PPP2KPP/R1B4R w - - 6 14,f3g5,True,True,False,"['middlegame', 'mateIn2', 'mate', 'interference', 'pin', 'short']",True,f3g5 h7g8 h5e8
"('crushing', 'endgame', 'pawnEndgame', 'veryLong', 'quietMove', 'advancedPawn', 'promotion')",1412.0517578125,8/8/8/3K3p/6k1/4P3/8/8 b - - 2 45,h5h4,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2')",916.1318359375,r6k/5Rrp/8/1b2B2N/p7/qp1n2PP/B5P1/R5K1 w - - 0 30,e5g7,True,False,False,,,
"('middlegame', 'advantage', 'short')",2428.029296875,r2q1rk1/p2Q2bp/1p2p1p1/2p2p2/2N1n3/1P3NP1/P4PBP/R2R2K1 b - - 0 17,d8d7,True,True,False,"['middlegame', 'advantage', 'short']",True,d8d7 d1d7 g7a1
"('middlegame', 'short', 'mate', 'mateIn2', 'sacrifice', 'attraction')",1428.875,Q7/2pkq2r/n2pN1p1/3Pp3/2Pb4/P5N1/6PP/5R1K b - - 2 39,h7h2,True,True,False,"['middlegame', 'mateIn2', 'mate', 'attraction', 'sacrifice', 'short']",True,h7h2 h1h2 e7h4
"('crushing', 'endgame', 'short', 'fork', 'master')",1398.8857421875,8/5r2/1pN4p/pPb2p2/P1k1pN2/4P2P/4K3/8 w - - 2 51,c6e5,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork', 'master', 'discoveredAttack')",985.98486328125,3q1k1r/pp4p1/1npb1nbp/6N1/3P1p2/8/PPP3PP/R1BQR1K1 w - - 0 18,g5e6,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",False,g5e6 f8f7 e6d8
"('crushing', 'endgame', 'short', 'zugzwang', 'quietMove', 'knightEndgame', 'defensiveMove')",1515.9169921875,8/8/1n2k1K1/6P1/7P/8/8/8 w - - 3 64,h4h5,True,False,False,,,
"('advantage', 'endgame', 'short', 'skewer', 'discoveredAttack')",1029.14013671875,7r/p4k2/1p1RR3/2pB2p1/P1P2p1p/6rb/6P1/6K1 w - - 4 41,e6h6,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork')",860.17626953125,2kr1b1r/Bp2qpp1/2p1p1b1/4N1Pp/4Pn1P/1B1P2Q1/PPP5/2KR3R b - - 0 19,f4e2,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",True,f4e2 c1b1 e2g3
"('crushing', 'endgame', 'short')",761.979736328125,8/2p2kpp/pp1p4/3P4/3P1P2/3K2P1/P3r2P/8 w - - 0 30,d3e2,True,False,False,,,
"('middlegame', 'advantage', 'short', 'fork')",1603.6904296875,4rkr1/2p2ppp/pbnpq3/8/2bP3N/2N2QPP/PP2BP2/3RK2R w K - 4 20,d4d5,True,False,False,,,
"('crushing', 'endgame', 'short', 'pawnEndgame', 'master')",791.0546875,8/8/8/8/6K1/7p/6kP/8 b - - 2 57,g2h2,True,True,False,"['endgame', 'crushing', 'pawnEndgame', 'short']",True,g2h2 g4f3 h2g1
"('crushing', 'middlegame', 'short', 'fork')",936.97802734375,3qr1k1/3bppbp/p2p2P1/1p2n3/4PN2/1B2B2P/PP1Q1P2/2R3K1 b - - 0 22,e5f3,True,False,False,,,
"('middlegame', 'advantage', 'short', 'trappedPiece')",1673.9091796875,rqb2k2/p3b1p1/2Q2n1p/1pp5/4P3/P1N1B2P/1P3PP1/2R1R1K1 b - - 3 24,c8d7,True,False,False,,,
"('crushing', 'endgame', 'short', 'defensiveMove')",1980.384765625,8/8/3B2p1/2PkR3/5PP1/1p1p4/1Kbb4/8 b - - 2 43,d5d4,True,False,False,,,
"('long', 'middlegame', 'advantage', 'fork', 'attraction')",2337.330078125,r4rk1/1p2B1pq/p7/3Pb3/2Q1n1P1/1PP1R2P/2N3P1/5RK1 b - - 8 32,f8f1,True,True,False,"['middlegame', 'advantage', 'fork', 'long']",False,e4d2 f1f8 a8f8 c4e2 f8f1
"('crushing', 'long', 'middlegame', 'sacrifice', 'advancedPawn')",1987.69921875,6rk/p2Q3p/1pn3p1/3PP3/3bqp2/2B5/PP3PPP/2KR4 w - - 1 31,d5c6,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1029.87158203125,r5k1/ppp2pp1/1q6/3P1r1p/2P1Q1bN/P7/2PB2K1/4R2R b - - 3 25,b6f2,True,False,False,,,
"('long', 'endgame', 'mate', 'backRankMate', 'sacrifice', 'mateIn3')",1088.021484375,2r3k1/pb1Q1ppp/1p2p3/5R2/1P6/P7/4B1q1/4K3 w - - 1 32,d7f7,True,True,False,"['endgame', 'mateIn3', 'mate', 'backRankMate', 'sacrifice', 'long']",True,d7f7 g8h8 f7f8 c8f8 f5f8
"('crushing', 'long', 'endgame', 'master', 'sacrifice')",2429.4921875,5Q2/kp1q1p2/p3pP2/P2pP3/1PpP4/2P2p2/K6n/3B4 w - - 0 44,d1a4,True,False,False,,,
"('endgame', 'mate', 'master', 'mateIn1', 'oneMove', 'hookMate')",1041.9404296875,R7/8/R2b4/1pk1p3/1N1pn3/PK6/4r3/8 w - - 4 44,a6c6,True,False,False,,,
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",1062.05517578125,r2q1rk1/pbp1bppp/1p6/3p4/2PQ4/1P3N2/PB3PPP/R4RK1 w - - 0 18,d4g7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,d4g7
"('crushing', 'middlegame', 'veryLong', 'sacrifice', 'deflection')",2906.39453125,2r5/1b3knp/3bp1p1/q2p2B1/1p1P2PQ/2NB4/1PR4P/6K1 w - - 0 26,d3g6,True,False,False,,,
