target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('crushing', 'endgame', 'short', 'fork', 'master')",868.95361328125,8/p2kb3/N3b1R1/2p1P3/1pPn4/1P1K4/P7/8 b - - 12 49,e6f5,True,False,False,,,
"('crushing', 'endgame', 'short', 'pawnEndgame')",2151.54296875,8/8/5pp1/pp1k2p1/2p2PP1/P1P3KP/1P6/8 b - - 0 39,d5e4,True,True,False,"['endgame', 'advantage', 'pawnEndgame', 'short']",True,d5e4 f4f5 g6f5
"('crushing', 'endgame', 'short', 'rookEndgame', 'master')",1052.912109375,8/8/2rkp1p1/3p2P1/p2P1K2/PrP1R3/4R3/8 w - - 4 43,e3e6,True,False,False,,,
"('long', 'middlegame', 'advantage', 'kingsideAttack', 'discoveredAttack')",1917.48046875,r1b3k1/pp3pb1/2n2npp/3Nr3/3P4/1P2PB2/1P3PPP/R4RK1 w - - 0 15,d4e5,True,False,False,,,
"('long', 'middlegame', 'advantage')",1336.712890625,5r1k/pp1qb1p1/3pb2p/3Bp3/2PpQ3/1P1P3r/P4PKP/1RB2R2 w - - 6 22,d5e6,True,False,False,,,
"('long', 'middlegame', 'advantage')",2117.896484375,7r/2rk1p2/Q3p1p1/2q1P2p/4n3/6P1/PPP4P/K1R3R1 w - - 5 30,g1d1,True,False,True,,,
"('crushing', 'endgame', 'short', 'rookEndgame', 'master', 'masterVsMaster', 'defensiveMove')",2583.095703125,8/3r1p2/2pk2p1/1p3P1p/pP2R3/P2K2PP/2P5/8 w - - 0 37,e4d4,True,False,False,,,
"('crushing', 'endgame', 'short', 'master', 'discoveredAttack')",917.96044921875,8/8/3k1p2/5BpK/4P1P1/3r3P/8/8 w - - 8 85,e4e5,True,False,False,,,
"('long', 'middlegame', 'advantage')",1640.2626953125,r4rk1/2qbbppp/3pp3/1N2n1P1/1n2P2P/N3BP2/1PPQB3/1K1R3R b - - 6 20,d7b5,True,False,False,,,
"('crushing', 'middlegame', 'short', 'master', 'kingsideAttack', 'discoveredAttack')",2707.44140625,r2r2k1/p1q1bpp1/1np4p/1p2PN2/8/3B2n1/PPP1Q1PP/3R1RK1 w - - 0 19,f5h6,True,False,False,,,
"('crushing', 'middlegame', 'short')",1392.302734375,r1r3k1/p1R2p1p/4p1p1/2p1P3/3pPBQ1/5P1q/P7/R5K1 b - - 1 31,h3g4,True,True,False,"['middlegame', 'advantage', 'short']",True,h3g4 f3g4 c8c7
"('advantage', 'short', 'opening', 'discoveredAttack')",1339.638671875,rn1qkb1r/pp2ppp1/4b2p/2pn4/P1B5/2N2N1P/1PPP1PP1/R1BQ1RK1 b kq - 0 8,d5c3,True,True,False,"['opening', 'advantage', 'short']",False,d5c3 c4b5 c3b5
"('long', 'middlegame', 'mate', 'kingsideAttack', 'sacrifice', 'attraction', 'mateIn3')",1910.166015625,2r3k1/5Rpp/4p1n1/p1BpP2Q/P2Pq3/1P6/2r3PK/5R2 w - - 5 35,f7g7,True,False,True,,,
"('long', 'middlegame', 'advantage')",1747.78515625,3r2k1/pq1r1ppp/1p2pn2/1Pp1p3/2P1N3/P2PR1P1/1B1Q1P1P/R5K1 b - - 2 18,f6e4,True,False,False,,,
"('crushing', 'endgame', 'pawnEndgame', 'veryLong', 'exposedKing', 'quietMove', 'advancedPawn')",1635.8740234375,8/2p5/4k2K/p7/P7/6P1/8/8 w - - 1 49,g3g4,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork')",1218.9501953125,r1k1r3/p5b1/1pp1q2p/1P1nNpp1/2Nn1P2/B5Q1/P5PP/2R1K2R w K - 0 24,c4d6,True,False,True,,,
"('long', 'middlegame', 'mate', 'kingsideAttack', 'sacrifice', 'attraction', 'mateIn3', 'doubleCheck')",2135.451171875,5rnk/1p2nqpp/pP1b1p2/P2P1Q1P/4B2N/2r1P3/2P3P1/R3K2R w KQ - 0 27,f5h7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",False,f5h7
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1242.3564453125,q4r2/4Q3/1p2p1k1/1PnN1p1p/2N5/1r5n/5PKP/2B2R2 w - - 2 39,c4e5,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,c4e5
"('endgame', 'short', 'mate', 'mateIn2')",1488.1220703125,R7/5p1k/8/p2Nn1K1/8/P3Pp2/1Pr5/8 w - - 0 37,d5f6,True,False,False,,,
"('crushing', 'middlegame', 'short', 'master')",1987.69921875,r1b1k2r/3p1pp1/p1p1p3/8/3QPNpq/2N5/PPP3PP/4RR1K b kq - 0 16,e6e5,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,h4h2
"('long', 'endgame', 'mate', 'master', 'sacrifice', 'mateIn3')",1502.01953125,6k1/p1p3pp/1q1rp3/6Q1/2R2r2/1P6/P4PPP/5RK1 b - - 4 24,b6f2,True,True,False,"['endgame', 'mateIn3', 'mate', 'sacrifice', 'long']",True,b6f2 f1f2 d6d1 f2f1 d1f1
"('long', 'advantage', 'endgame', 'quietMove')",2299.294921875,2r3k1/5p1p/p3r1p1/1p6/2p1NB2/2P3P1/PP1K4/4R3 b - - 2 33,c8e8,True,False,False,,,
"('middlegame', 'advantage', 'short', 'pin')",1908.703125,3r4/ppp1k1p1/2n2r1p/3np2Q/8/P6P/PBq2PP1/R2R2K1 w - - 2 20,d1d5,True,False,True,,,
"('middlegame', 'advantage', 'short')",1167.017578125,4r1k1/p1qbbppp/4r3/4B3/2PpQ3/1P1P4/P4PPP/R3R1K1 w - - 4 23,e5c7,True,False,False,,,
"('middlegame', 'advantage', 'short')",1875.056640625,r7/1bQ2r1k/p6p/1p1Pp1bq/4PpR1/3B4/PP3P1P/6RK w - - 2 29,g4g5,True,False,False,,,
"('advantage', 'endgame', 'veryLong', 'pin', 'quietMove', 'defensiveMove')",2346.107421875,4k3/2q2p2/p3p3/8/7Q/4r2K/P5P1/3R4 w - - 3 43,g2g3,True,False,False,,,
"('crushing', 'long', 'endgame', 'interference')",2710.3671875,r5k1/3q1r2/p2p4/1p1P1pP1/1P2PR2/P1Q1K3/5R2/8 b - - 0 34,d7e7,True,False,False,,,
