target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('crushing', 'middlegame', 'short', 'defensiveMove')",2003.791015625,1k1r3r/pp1n1q2/5n1p/3p1Bp1/1Q6/7P/1PP2PP1/R3R1K1 w - - 4 24,b4d6,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'deflection', 'queenRookEndgame')",939.17236328125,r7/ppp2R1p/1p1pq1pk/8/6PP/P5K1/1P6/8 w - - 0 30,g4g5,True,True,False,"['endgame', 'mateIn2', 'mate', 'deflection', 'queenRookEndgame', 'short']",True,g4g5 h6h5 f7h7
"('middlegame', 'advantage', 'short', 'discoveredAttack')",2177.875,1rr5/3nkpp1/4p1b1/q3p2p/N1P1P3/1B2BP2/3Q2PP/R5K1 w - - 3 32,a4b6,True,False,False,,,
"('crushing', 'middlegame', 'short')",1594.9130859375,r1q1kr2/p6b/2pb4/2p3Pp/N2pp1nN/1P1P3P/P1PB2Q1/R3K2R w KQq - 0 24,h3g4,True,False,True,,,
"('crushing', 'middlegame', 'short', 'trappedPiece')",1611.0048828125,r6k/1b2rBpp/p3Nq2/5n2/4p3/1Q2BP2/PP4PP/3R2K1 w - - 0 29,e3g5,True,False,False,,,
"('crushing', 'endgame', 'short', 'discoveredAttack')",1428.1435546875,8/p4p2/1p3k2/2p1r2p/5Kp1/4N3/PP6/4R3 w - - 12 40,e3g4,True,True,False,"['endgame', 'advantage', 'discoveredAttack', 'short']",True,e3g4 h5g4 e1e5
"('long', 'endgame', 'mate', 'mateIn3')",1455.9384765625,2r1k3/p4p2/b3p1p1/4P3/3b1P1Q/6P1/7P/5B1K b - - 0 45,a6b7,True,False,False,,,
"('crushing', 'endgame', 'veryLong', 'bishopEndgame', 'defensiveMove')",2786.4375,8/1p3k2/pP2p2B/4p2P/4K1P1/6b1/1P6/8 w - - 1 36,h6e3,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove')",1164.091796875,r4br1/5p1k/p1p1p2p/2np4/5PQ1/7P/8/6RK w - - 3 31,g4g8,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,g4g8
"('crushing', 'long', 'middlegame')",1319.158203125,r2q3k/1pp2p2/3p1n1B/p2Pr3/6Q1/2P5/PP4PP/R5K1 w - - 0 24,g4g7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,g4g7
"('long', 'middlegame', 'advantage', 'kingsideAttack', 'quietMove')",2195.4296875,7k/p4Q2/N1p3rq/6N1/1pPn2pP/3P4/PP3PP1/5RK1 b - - 0 27,d4f3,True,False,False,,,
"('middlegame', 'advantage', 'short')",1412.783203125,r1bq1rk1/ppp3pp/2n2n2/8/3pN3/P2Q4/1PP1NPPP/R3KB1R b KQ - 1 12,f6e4,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2')",1584.6728515625,2k1r3/2p2p1p/p4p2/5p2/1b1p1B2/qP1Q4/P4PPP/2RK1BNR b - - 0 23,e8e1,True,True,False,"['middlegame', 'mateIn2', 'mate', 'short']",True,e8e1 d1c2 a3a2
"('long', 'advantage', 'endgame')",1570.0439453125,4r1k1/ppN3p1/3p1pPp/8/4r2P/4PR2/PP1QK3/6q1 w - - 1 33,d2d5,True,False,False,,,
