target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('middlegame', 'advantage', 'short', 'master', 'kingsideAttack', 'xRayAttack')",1564.1923828125,3r2k1/N4pp1/4p3/1pp1P1Qp/6nP/1P1r1qP1/P1R2P2/3R2K1 w - - 0 26,g5d8,True,False,False,,,
"('crushing', 'long', 'endgame', 'discoveredAttack', 'deflection')",1188.2294921875,2k5/pp3p1p/2p5/1P1p2p1/4n3/P2RPB2/2Q1KP1q/R7 b - - 0 26,h2f2,True,False,False,,,
"('mate', 'mateIn1', 'oneMove', 'opening')",497.013671875,r3kb1r/pb3ppp/1pq1pn2/8/2PN4/3P2P1/PP3P1P/RNBQ1RK1 b kq - 0 12,c6h1,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",False,c6h1
"('middlegame', 'advantage', 'short', 'intermezzo')",1933.572265625,B2q1rk1/p1p2ppp/1p1bpn2/1P6/Q2n4/6P1/P3PP1P/RNB2RK1 b - - 0 13,d4e2,True,False,False,,,
"('long', 'middlegame', 'advantage', 'sacrifice', 'attraction', 'attackingF2F7')",1784.357421875,4k2r/p4p1p/q1pBp1p1/1bNpP2n/1P1P4/2P3b1/P4PP1/R2QK2R b KQk - 4 18,g3f2,True,False,True,,,
"('long', 'advantage', 'endgame', 'pin')",1275.271484375,3kr3/ppb5/4p3/3p4/3q4/1P1Q4/P1PK2PP/R6R b - - 1 22,c7f4,True,False,False,,,
"('long', 'middlegame', 'mate', 'deflection', 'mateIn3')",1049.986328125,r4rk1/pb6/4p1PQ/4P3/Pn6/N1n1B3/6PP/5RK1 b - - 0 27,c3e2,True,True,False,"['middlegame', 'mateIn3', 'mate', 'deflection', 'long']",True,c3e2 g1h1 f8f1 e3g1 f1g1
"('middlegame', 'mate', 'mateIn1', 'oneMove', 'queensideAttack')",1630.75390625,2kr1b1r/2pbqpp1/2n1pn1p/Qp1p3P/3P1B2/2P1PNP1/PP3PB1/R3K2R w KQ - 2 16,a5c7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'queensideAttack', 'oneMove']",True,a5c7
"('crushing', 'middlegame', 'veryLong', 'exposedKing')",1621.9765625,4rrk1/pp4b1/2p3Q1/4p3/4P3/3B4/P1Pq2PP/5R1K w - - 0 22,d3c4,True,False,True,,,
"('crushing', 'middlegame', 'short', 'deflection')",1914.5546875,8/1k2q1p1/1pn4r/1R1Qp3/r2pP2p/p2P3P/5PP1/1R4K1 w - - 2 33,b5b6,True,False,False,,,
"('crushing', 'long', 'endgame', 'exposedKing', 'pin', 'queenRookEndgame')",2215.91015625,7k/pp6/2p3q1/2Pp2pp/8/3P4/P3R3/1K2R3 w - - 2 37,e2e8,True,True,False,"['endgame', 'advantage', 'queenRookEndgame', 'short']",False,e2e8 h8g7 e1e7
"('long', 'advantage', 'endgame', 'pin', 'deflection')",2340.255859375,5r2/2R2pk1/2P3pp/p1q5/3R4/7P/n2Q1KP1/8 b - - 2 39,f8d8,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork')",1561.998046875,2r1rk2/pbp3p1/1p2pqQ1/6NP/3P2P1/2P5/PP3P2/2K1R3 w - - 5 26,g5h7,True,True,False,"['middlegame', 'crushing', 'fork', 'short']",True,g5h7 f8e7 h7f6
"('middlegame', 'advantage', 'short')",1422.2919921875,5rk1/1p3pp1/p3p3/5q1p/1br5/4PRPP/PP1NQ3/4KR2 w - - 0 28,e2c4,True,False,False,,,
"('crushing', 'long', 'endgame', 'fork')",1464.7158203125,3r2k1/1p3p1p/p1p3p1/3b1q2/3B4/1P2Q2P/P5PK/4R3 w - - 2 34,e3h6,True,True,False,"['endgame', 'mateIn2', 'mate', 'sacrifice', 'short']",False,e3e8 d8e8 e1e8
"('advantage', 'endgame', 'short', 'deflection')",1116.18212890625,1rb4R/3kpp2/2qp2p1/6p1/Qp2P3/5P2/PPP3P1/2K5 w - - 4 22,h8d8,True,False,False,,,
"('crushing', 'long', 'endgame', 'zugzwang', 'quietMove', 'knightEndgame')",2626.982421875,8/8/8/4p3/2p1P1p1/1P4Nk/2P2K1p/8 b - - 0 48,c4c3,True,False,True,,,
"('endgame', 'short', 'mate', 'mateIn2')",1597.8388671875,5rk1/QB3pp1/4p1p1/8/6P1/3r3P/4n3/5R1K b - - 4 29,d3h3,True,False,False,,,
"('crushing', 'endgame', 'short', 'defensiveMove')",1458.1328125,4R3/1pq2k2/4r2p/3Qppp1/1Pp5/2n3PP/P5PK/8 w - - 6 38,e8e6,True,False,False,,,
"('advantage', 'endgame', 'short', 'fork', 'master', 'masterVsMaster')",706.9384765625,R2nk3/8/8/2N5/1rP1K1Pp/8/8/8 b - - 0 59,b4c4,True,False,False,,,
"('long', 'endgame', 'mate', 'backRankMate', 'sacrifice', 'mateIn3')",954.8984375,2r2r1k/6p1/p5Qp/1pP1p3/1P2Rq2/P7/5PPP/3R2K1 b - - 0 37,f4f2,True,False,False,,,
"('long', 'advantage', 'endgame', 'fork')",1395.9599609375,7r/ppB2npp/4pk2/2q2p2/3N4/6Q1/PPP3PP/6K1 w - - 2 22,g3h4,True,False,True,,,
"('advantage', 'short', 'opening')",1078.14697265625,r1bqk2r/1p3ppp/p1n1pn2/2bp4/3N1P2/4B3/PPPNP1PP/R2QKB1R w KQkq - 4 8,d4c6,True,True,False,"['opening', 'advantage', 'short']",True,d4c6 c5e3 c6d8
"('crushing', 'long', 'endgame', 'quietMove')",2603.576171875,6R1/4b3/p6p/8/PP3p2/2PK1k2/6p1/2B5 b - - 1 52,e7h4,True,False,False,,,
"('crushing', 'endgame', 'short', 'advancedPawn')",1398.8857421875,8/Rp3pk1/1P2p1pp/1r1q4/4n3/Q2P1NP1/5PKP/8 w - - 1 33,d3e4,True,False,False,,,
"('crushing', 'hangingPiece', 'endgame', 'short')",927.8349609375,3r2k1/1b3pp1/1p2p2p/1n2P3/1P3P2/P6K/6rP/3Q1R2 w - - 0 28,d1d8,True,False,False,,,
"('crushing', 'long', 'endgame', 'rookEndgame', 'quietMove')",1466.91015625,6k1/5p2/4p1p1/4P2p/PR3P2/1P3r2/2P5/2K5 b - - 0 37,h5h4,True,False,False,,,
"('crushing', 'endgame', 'short', 'quietMove', 'knightEndgame')",543.0032958984375,8/8/1K3k1p/8/P6n/8/8/8 w - - 0 55,a4a5,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork')",1379.13671875,r3r1k1/pppq1p1p/5R2/3P2p1/2Pn4/1PB5/P5PP/R2Q2K1 b - - 1 22,d4e2,True,True,False,"['middlegame', 'advantage', 'fork', 'short']",True,d4e2 g1h1 e2c3
"('mate', 'kingsideAttack', 'mateIn1', 'oneMove', 'opening')",497.013671875,rnb1kb1r/1pq1pppp/p7/2pN1N2/6n1/3B4/PPPP1PPP/R1BQ1RK1 b kq - 0 10,c7h2,True,True,False,"['opening', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,c7h2
"('advantage', 'endgame', 'short', 'master')",2253.9453125,4r1k1/3Q1ppp/p1p5/1pn5/4q3/1BP3BP/1P3PPK/8 w - - 2 30,d7f7,True,True,False,"['endgame', 'advantage', 'fork', 'long']",True,b3f7 g8h8 d7e8 e4e8 f7e8
"('middlegame', 'advantage', 'short', 'kingsideAttack', 'pin')",1243.087890625,r2qrbk1/1p3pp1/p1n1p2p/P3Pn1P/3pN1Q1/2P2N2/1P3P2/R1B2RK1 w - - 0 23,e4f6,True,False,False,,,
"('crushing', 'long', 'endgame', 'master', 'exposedKing', 'skewer')",1199.9326171875,6k1/q7/2pPpBp1/3pP3/1P6/7R/1r3PP1/6K1 w - - 4 40,h3h8,True,True,False,"['endgame', 'crushing', 'short']",False,h3h8 g8f7 h8h7
"('endgame', 'short', 'mate', 'mateIn2')",751.008056640625,6k1/5ppp/3Nb3/r7/3n4/8/5PPP/1R4K1 w - - 2 26,b1b8,True,True,False,"['endgame', 'mateIn2', 'mate', 'short']",True,b1b8 e6c8 b8c8
"('middlegame', 'advantage', 'short')",1546.6376953125,2rq1rk1/b4pB1/p2n1n2/1pp2P2/3p4/P1NP3P/1PPQ1PB1/R4RK1 b - - 0 21,d4c3,True,False,False,,,
"('middlegame', 'advantage', 'short', 'fork')",1130.07958984375,1rbq1rk1/3p1ppp/p7/1p2pNN1/2nnP3/P5Q1/BPP2PPP/R4RK1 b - - 0 19,d4e2,True,True,False,"['middlegame', 'crushing', 'fork', 'short']",True,d4e2 g1h1 e2g3
