target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('mate', 'mateIn1', 'oneMove', 'opening', 'smotheredMate')",672.92626953125,r1bq1rk1/pp1n1pp1/2p1p3/3pPnPp/7P/P1N5/1PPNP3/R1BKQB1R b - - 2 18,f5e3,True,True,False,"['opening', 'mateIn1', 'mate', 'smotheredMate', 'oneMove']",True,f5e3
"('crushing', 'middlegame', 'short', 'discoveredAttack')",1760.2197265625,b2r2k1/p4p2/4p1pb/2p1N2p/3rPPqP/PP6/2P2QBK/4R1R1 b - - 5 29,g4f4,True,False,False,,,
"('endgame', 'short', 'fork', 'equality')",1104.11328125,8/2p1kp2/Np6/3p4/3P4/1Pq2P2/P7/1K5Q b - - 0 37,c3d3,True,False,False,,,
"('crushing', 'long', 'middlegame', 'discoveredAttack')",1093.1416015625,5rk1/2q3p1/4pr1p/1pb1p3/4P1B1/2QP3P/5PP1/2R2RK1 b - - 3 25,c5f2,True,False,False,,,
"('crushing', 'endgame', 'short', 'fork', 'master')",1535.666015625,8/r1r1kp1p/1Q1p2p1/3P4/2B1n3/6P1/5PKP/8 w - - 12 35,b6e3,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'backRankMate')",1262.8369140625,Q1N2r2/2k3p1/p2pR1bR/2p5/1p6/3P4/PPP5/1K6 b - - 0 33,f8f1,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'short']",True,f8f1 e6e1 f1e1
"('crushing', 'long', 'endgame')",1681.2236328125,4q1k1/5p1p/p2p1Qp1/2pr2N1/5P2/6PP/P6K/4R3 b - - 1 33,d5d2,True,False,False,,,
"('crushing', 'endgame', 'short', 'rookEndgame')",1651.9658203125,8/p1p5/4R3/2p3P1/2P5/3k2P1/7r/2K5 b - - 0 33,h2h1,True,False,True,,,
"('middlegame', 'advantage', 'short')",1722.916015625,r4rk1/3nbpp1/pq2pn1p/1p1b4/3N3B/2N2P2/PPB3PP/R2QR2K w - - 7 17,c3d5,True,False,False,,,
"('crushing', 'long', 'endgame', 'advancedPawn')",2079.861328125,8/7k/2pp3p/Q1p5/P1PbP1p1/3P4/6R1/5KBq b - - 2 43,g4g3,True,False,True,,,
"('crushing', 'long', 'middlegame')",2188.115234375,r4rk1/p2N1p1p/1p1bp1pQ/3p4/3PnB2/2P5/PP2qPPP/R4RK1 b - - 3 20,f8d8,True,False,False,,,
"('long', 'middlegame', 'advantage', 'fork', 'attraction')",1577.3583984375,3r3r/pb2b1k1/1p1qpnpp/8/3BP1P1/3Q4/PPB4P/R4RK1 w - - 2 27,e4e5,True,False,False,,,
"('advantage', 'endgame', 'short', 'rookEndgame', 'advancedPawn', 'promotion')",1010.85400390625,8/5P2/4P3/4k3/2p5/2P5/p4rPP/K7 w - - 8 60,e6e7,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2')",1240.8935546875,8/2r2pkp/3p4/3P4/4RQ2/2r3P1/5PKP/3q4 w - - 0 38,f4g5,True,False,False,,,
"('crushing', 'hangingPiece', 'endgame', 'rookEndgame', 'master', 'veryLong', 'exposedKing')",1974.533203125,2K1k3/2r3R1/6p1/8/6p1/7p/8/8 w - - 0 54,c8c7,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork')",872.9765625,r4rk1/1bp2ppp/p7/1p1qpN2/8/1PP5/1P1n1RPP/R2Q2K1 w - - 0 17,f5e7,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",943.9267578125,3r2k1/pp4pp/5p2/8/3N2qn/1PQ4P/P1P3P1/R4R1K b - - 0 30,g4g2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,g4g2
"('middlegame', 'advantage', 'short', 'fork', 'trappedPiece')",1169.2119140625,r4rk1/p2p1ppp/b7/2p1P3/5Bn1/qBP1P3/P2N2PP/1RN2RK1 w - - 1 19,d2c4,True,False,False,,,
"('advantage', 'short', 'opening')",1302.3349609375,2rq1rk1/pp1n1p2/3b3Q/8/4P3/5N2/PP3PP1/R2N1RK1 w - - 0 20,f3g5,True,False,False,,,
"('crushing', 'long', 'endgame', 'attraction')",1226.2646484375,8/k5pp/p7/4N3/3Pp1Pn/4P2P/1r3P2/5KR1 b - - 3 36,b2b1,True,False,False,,,
"('middlegame', 'advantage', 'short', 'fork')",1044.134765625,3r2kr/5ppp/Ppqnp1N1/8/3PPn2/Q2B1P2/6PP/5RK1 w - - 0 25,g6e7,True,True,False,"['middlegame', 'crushing', 'fork', 'short']",True,g6e7 g8f8 e7c6
"('crushing', 'endgame', 'short', 'quietMove')",2303.68359375,k2r4/1p4R1/p1p5/8/PPQP4/2P2P2/5PK1/1q6 b - - 2 43,d8h8,True,False,False,,,
"('crushing', 'endgame', 'short', 'rookEndgame')",1089.85009765625,8/5R2/pK6/1p6/1P4k1/P5r1/8/2K5 w - - 0 40,f7g7,False,False,,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1118.0107421875,rn2kb1r/pp3ppp/2p5/4p1B1/4P3/5B2/PqP2PPP/R2QK2R w KQkq - 0 11,d1d8,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,d1d8
"('middlegame', 'mate', 'mateIn1', 'oneMove', 'attackingF2F7')",832.015625,r1b1r3/ppp2Bkp/2np1qp1/2b1p1N1/4P1P1/3P4/PPP2PP1/R1BQK2R b KQ - 0 12,f6f2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'attackingF2F7', 'oneMove']",True,f6f2
"('advantage', 'endgame', 'short', 'quietMove')",1918.943359375,2r5/p5k1/1p1p1p2/3P1K1R/2b3P1/4r3/P1B3P1/2R5 w - - 0 28,c1h1,True,False,False,,,
"('crushing', 'long', 'endgame', 'zugzwang', 'quietMove', 'defensiveMove', 'queenRookEndgame')",2391.45703125,8/8/8/1kp5/1rp5/2Q5/1p6/1K6 b - - 1 70,b5a4,True,False,False,,,
"('crushing', 'hangingPiece', 'middlegame', 'short')",1425.2177734375,r3k2r/2pb4/2pq3p/p2p1pp1/P2Qn3/2P2N1P/1P3PP1/R4RK1 w kq - 0 19,d4h8,True,False,False,,,
"('crushing', 'endgame', 'veryLong', 'defensiveMove')",2746.939453125,8/R7/Q1pr4/3q4/8/1k5P/6P1/3r1RK1 b - - 4 41,d5c5,True,True,False,"['endgame', 'advantage', 'fork', 'long']",False,d1f1 a6f1 d5c5 g1h2 c5a7
"('long', 'endgame', 'mate', 'pin', 'mateIn3')",1404.005859375,2r4k/1p4pp/p7/7Q/5N2/6PP/Pq3P2/6K1 w - - 0 31,f4g6,True,True,False,"['endgame', 'mateIn2', 'mate', 'pin', 'short']",False,f4g6 h8g8 h5d5
"('long', 'middlegame', 'advantage', 'trappedPiece')",1968.681640625,r1b1k2r/pp3ppp/2p1pqn1/2bP4/4PB2/2N2NQ1/PPP1B1PP/2Kn3R w kq - 0 15,f4g5,True,False,False,,,
"('middlegame', 'mate', 'veryLong', 'mateIn4')",2483.619140625,4Q3/1pr2pk1/pp4p1/7p/3P1Ppq/BP2P2n/r6P/3R1R1K w - - 0 32,a3f8,True,False,False,,,
"('crushing', 'long', 'endgame', 'discoveredAttack')",1246.7451171875,3R4/4r1pk/4Np1p/1p6/1n3p2/4P2P/3P2P1/6K1 w - - 2 35,e6f8,True,True,False,"['endgame', 'advantage', 'discoveredAttack', 'long']",True,e6f8 h7g8 f8g6 g8f7 g6e7
"('mate', 'mateIn1', 'oneMove', 'opening')",838.96435546875,r2q1rk1/1p1bbpp1/p1n1p2p/2p1P3/3P4/P1PQ1P2/2B1N1PP/R1B2RK1 w - - 0 15,d3h7,True,True,False,"['opening', 'mateIn1', 'mate', 'oneMove']",True,d3h7
"('endgame', 'mate', 'mateIn1', 'oneMove')",852.86181640625,1R6/5rkp/p2p1p2/3qp2Q/6P1/5n2/P6R/7K w - - 8 40,h5h7,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,h5h7
"('crushing', 'endgame', 'short', 'fork')",1330.1298828125,2r3k1/pp4p1/3q4/3PQ1n1/1Pp2P2/P3P3/1B6/3R2K1 b - - 0 30,g5f3,True,True,False,"['endgame', 'crushing', 'fork', 'short']",True,g5f3 g1f2 f3e5
"('crushing', 'endgame', 'short', 'fork')",995.1279296875,4B3/2p5/1p3p2/1P3n2/4K2k/P1P5/8/8 b - - 1 48,f5d6,True,True,False,"['endgame', 'advantage', 'fork', 'short']",True,f5d6 e4f4 d6e8
"('crushing', 'endgame', 'short', 'skewer')",1003.9052734375,3k3r/1R6/1p6/2p5/8/6p1/PPP3Kb/8 w - - 0 31,b7b8,True,True,False,"['endgame', 'advantage', 'skewer', 'short']",True,b7b8 d8d7 b8h8
"('middlegame', 'short', 'mate', 'mateIn2')",1354.267578125,1r2n2k/1q3p2/p1p3pP/4p3/2P1P1b1/Q7/1P6/K2N3R w - - 0 29,a3f8,True,False,True,,,
"('middlegame', 'advantage', 'short', 'master', 'trappedPiece')",1977.458984375,3rk2r/Q1pn1ppp/np2p3/3P2B1/3P4/P7/1P1NqPPP/R4RK1 b k - 0 16,d8b8,True,False,False,,,
"('long', 'advantage', 'endgame', 'fork', 'sacrifice')",1379.13671875,2r3k1/1pp2ppp/p2b4/4nN2/8/4B3/PP3PPP/3R2K1 w - - 1 22,d1d6,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove', 'hookMate')",1083.99853515625,6k1/1pQ2p2/3n3p/3P1r2/6p1/P5Pn/1P2B1KP/R6R b - - 0 28,f5f2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'hookMate', 'oneMove']",True,f5f2
"('middlegame', 'advantage', 'short', 'fork')",1281.123046875,r4rk1/p1p1bppp/3q1nb1/N7/4P3/3P3P/PPPN2P1/R1B1QRK1 b - - 2 15,d6c5,True,False,False,,,
"('middlegame', 'advantage', 'short')",1273.80859375,rn2k2r/ppp1bp1p/8/3pP1R1/3P1PqQ/2P1B2b/PP5P/RN2K3 w Qkq - 4 17,h4g4,True,False,False,,,
"('crushing', 'long', 'endgame', 'fork')",950.87548828125,2k5/2p3np/p1p3p1/3p1pK1/PP1P1B2/2P2P1P/6P1/8 b - - 0 39,g7e6,True,True,False,"['endgame', 'advantage', 'deflection', 'short']",False,g7e6 g5h6 e6f4
