target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('crushing', 'long', 'endgame', 'pawnEndgame', 'quietMove', 'defensiveMove')",1920.40625,8/5p2/p1p2K2/1pP1P3/1P1k4/1P6/8/8 b - - 0 41,a6a5,True,False,False,,,
"('crushing', 'long', 'middlegame', 'defensiveMove')",2543.59765625,1r3rk1/2p2n2/p1b5/Pp1pP2p/3B1QPq/3B3P/2P3K1/5R2 w - - 3 30,d4f2,True,False,False,,,
"('middlegame', 'advantage', 'short', 'fork', 'master')",1019.9970703125,r4rk1/1p2npp1/4b2p/np2P3/4N3/2P2N1P/5PP1/R1Q3K1 b - - 1 22,a5b3,True,False,False,,,
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",736.927734375,4k2r/2b2ppp/2N1p3/2Pp4/r4q2/P7/2Q2PPP/R4RK1 b k - 1 22,f4h2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,f4h2
"('advantage', 'endgame', 'short')",1638.068359375,1k1r4/1pR2p2/p6p/2QP4/Pq2P3/6Pb/7P/2R3K1 b - - 1 31,b4e4,True,False,True,,,
"('advantage', 'endgame', 'short')",2059.380859375,r5k1/pp2r3/2p1PQ1p/8/1q6/7P/1P3PP1/4R1K1 w - - 1 30,e1e4,True,False,False,,,
"('endgame', 'master')",2259.796875,8/p3B3/1bB4p/1P2kR1P/1Pr5/6P1/3r1P2/5K2 b - - 4 43,e5e6,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork')",2312.4609375,r1q3k1/p3rp2/1pp1n1p1/4P2p/3NR2P/1QP3P1/PP6/5RK1 b - - 0 35,e6c5,True,False,False,,,
"('advantage', 'short', 'opening', 'discoveredAttack')",1268.6884765625,r1bq1r2/pp1kp1b1/2pp2pp/4np2/2B2P2/1P1N4/PBPP1PPP/R2QR1K1 b - - 0 13,e5d3,True,False,False,,,
"('crushing', 'short', 'opening')",1940.88671875,r1b2rk1/ppq1ppbp/R1n3p1/3P4/2PN2n1/3BBN2/PP3PPP/3Q1RK1 b - - 0 12,c6b4,True,False,False,,,
"('middlegame', 'advantage', 'short', 'deflection')",1949.6640625,r1b1r3/p1p2kpp/2p2q2/3P4/8/3K1Q2/PPPP2PP/RNB4R b - - 0 11,c8a6,True,True,False,"['middlegame', 'crushing', 'short']",False,c8f5 f3f5 f6f5
"('crushing', 'long', 'endgame', 'rookEndgame', 'exposedKing', 'skewer')",2015.494140625,3k4/3Pr3/3R1K2/p6p/8/8/7P/8 w - - 2 60,d6a6,True,False,False,,,
