target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('crushing', 'endgame', 'short', 'rookEndgame')",2675.2578125,8/1k1p1R2/p1p5/4P1r1/6P1/2Pr3p/P4R1K/8 w - - 3 40,f2b2,True,False,True,,,
"('crushing', 'long', 'endgame', 'bishopEndgame', 'defensiveMove')",2707.44140625,8/7p/5p2/4k3/1p2b3/2PB2P1/3K3P/8 b - - 1 32,e4d3,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2')",792.15185546875,3r1r2/1p2bBpk/4P3/1p1R4/2q5/8/PPP2PPP/5RK1 w - - 0 23,d5h5,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",False,d5h5
"('endgame', 'short', 'mate', 'mateIn2')",995.1279296875,3k4/1bq1bQ2/pn5p/1p2p3/1P2P3/P1pP2PB/1BP4P/5K2 w - - 4 33,f7g8,True,True,False,"['middlegame', 'mateIn2', 'mate', 'short']",False,f7g8 e7f8 g8f8
"('advantage', 'endgame', 'short', 'master', 'masterVsMaster')",1422.2919921875,1R6/p5bk/1pBr3p/2pn4/3p4/8/PP1B2P1/6K1 w - - 20 40,c6e4,True,False,False,,,
"('long', 'advantage', 'endgame', 'quietMove')",1586.8671875,r5k1/p2b2pp/1p6/2pPq1p1/P1P1B3/3P2P1/7K/3Q1R2 w - - 2 26,d1h5,True,False,False,,,
"('middlegame', 'mate', 'master', 'mateIn1', 'oneMove')",1015.97412109375,1k1r3r/1b1n1p2/4p2p/Q2q2p1/8/4BN2/5PPP/2R3K1 w - - 0 28,a5a7,True,False,False,,,
"('long', 'endgame', 'mate', 'backRankMate', 'mateIn3')",848.107421875,2r2rk1/4Rppp/4p3/3p4/8/1P1P1Q2/P2q1PPP/R5K1 b - - 0 25,c8c1,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'queenRookEndgame')",1208.7099609375,4k3/1R3p2/R3b3/4P1p1/8/2Kp1P2/8/1q2r3 w - - 0 45,a6a8,True,True,False,"['endgame', 'mateIn2', 'mate', 'short']",False,a6a8 e6c8 a8c8
"('middlegame', 'advantage', 'short', 'fork')",1537.8603515625,3rk2r/pQ3ppp/3bp3/3p4/1PPP4/PR2Pq2/5R1P/2B3K1 b k - 3 19,f3d1,True,False,False,,,
"('crushing', 'endgame', 'short', 'discoveredAttack')",1025.8486328125,6k1/pb3q1p/1p6/5p2/4pP2/1P4P1/P4KQ1/3R4 b - - 0 44,e4e3,True,False,False,,,
"('crushing', 'hangingPiece', 'long', 'endgame')",1771.19140625,8/6p1/5b2/4p1pP/1k1p2P1/1Bp5/rPR4K/8 w - - 0 47,b3a2,True,False,False,,,
"('crushing', 'endgame', 'short', 'pin')",1753.63671875,8/4qppk/2Q4p/3pNb2/3P4/7P/4KPP1/8 b - - 16 46,f7f6,True,False,False,,,
"('advantage', 'endgame', 'short', 'defensiveMove')",1580.2841796875,8/4ppB1/p2p4/1b4Q1/1pk1P3/8/Pqr2PP1/3R2K1 w - - 13 34,g7d4,True,False,False,,,
"('crushing', 'short', 'opening', 'discoveredAttack', 'sacrifice')",2296.369140625,rnbqr1k1/ppp2ppp/8/3P4/1bBPn3/2N1QP2/PP4PP/R1B1K1NR b KQ - 0 9,e4d6,True,False,False,,,
"('middlegame', 'advantage', 'short', 'fork')",881.0224609375,r4rk1/1p1qppb1/2p3pp/p1Pp4/P2Pn3/1P2NNPn/1B2PP1P/R2Q1R1K b - - 2 18,h3f2,True,False,False,,,
"('crushing', 'endgame', 'short')",1913.091796875,8/QR3pkp/5qp1/4b3/8/5BP1/3rPP1P/6K1 b - - 0 24,e5d4,True,False,False,,,
"('long', 'advantage', 'endgame', 'exposedKing', 'sacrifice')",2411.9375,4kr2/3R3p/p3p3/1p2q1p1/4Pp2/4Q1P1/r4P1P/3B2K1 w - - 0 30,e3a7,True,False,False,,,
"('long', 'advantage', 'endgame', 'exposedKing', 'attraction')",1660.7431640625,2q5/1p3kp1/pQ6/Pb1R4/3P2P1/2r2R2/5K2/8 b - - 1 36,c3f3,True,False,False,,,
"('advantage', 'short', 'opening', 'discoveredAttack')",1014.1455078125,r1b1k1nr/4bppp/p7/1q2N3/Q3P3/8/1P1P1PPP/R1B1K2R w KQkq - 1 15,a4b5,True,True,False,"['opening', 'crushing', 'discoveredAttack', 'pin', 'short']",True,a4b5 a6b5 a1a8
"('endgame', 'mate', 'master', 'mateIn1', 'oneMove')",1118.0107421875,b1r5/6p1/2n5/2RPR3/1p5k/7P/2p3PK/1r6 w - - 0 44,g2g3,True,False,False,,,
"('crushing', 'endgame', 'short', 'fork')",811.90087890625,8/6r1/5k2/p3p2p/Pp1pP2P/1K1P1PN1/1P4B1/6b1 w - - 8 44,g3h5,True,True,False,"['endgame', 'advantage', 'fork', 'short']",True,g3h5 f6f7 h5g7
"('endgame', 'short', 'mate', 'mateIn2')",1684.880859375,1Q2R3/6pp/5k2/p2p1b2/4n2K/6P1/7P/5B2 b - - 5 38,g7g5,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'backRankMate', 'xRayAttack')",941.0009765625,Q1r3k1/1rrp1ppp/1P6/3q4/p4P2/P1P5/6PP/2R4K w - - 2 29,a8c8,True,False,False,,,
"('crushing', 'long', 'endgame', 'queenEndgame')",1736.08203125,8/p6p/5p2/8/P2PK1P1/2qQ3k/8/8 b - - 1 45,c3d3,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'attraction')",1333.787109375,5rk1/p5r1/2p3Q1/1p4pB/3q4/6P1/P5PP/5R1K w - - 1 27,f1f8,True,True,False,"['endgame', 'mateIn2', 'mate', 'attraction', 'short']",True,f1f8 g8f8 g6e8
"('crushing', 'endgame', 'short', 'pawnEndgame')",1071.9296875,8/5p2/2k3p1/K6p/2P4P/8/5PP1/8 b - - 0 43,c6c5,True,False,False,,,
"('crushing', 'middlegame', 'short', 'discoveredAttack')",1692.1953125,r1b2rk1/p1q1ppbp/1p1p1np1/2n5/4P3/2N1BBN1/PPP2PPP/R2QR1K1 w - - 6 12,e4e5,True,False,False,,,
"('endgame', 'short', 'fork', 'mate', 'mateIn2')",1294.2890625,8/2k1k2P/1r1rp1p1/3pQ3/p1q1p1R1/P1P1P3/2K2PP1/1R6 b - - 2 30,c4e2,False,False,,,,
"('endgame',)",1695.8525390625,2r5/8/2pp4/N1kP4/R3Pp2/2b2Ppr/8/1R3K2 w - - 0 39,a4c4,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,a5b7
"('hangingPiece', 'middlegame', 'advantage', 'short')",2714.755859375,6k1/pb3ppp/1p1P1b2/1Pn5/4q3/P3N1Q1/4rPPP/1RB2RK1 b - - 2 27,e4b1,True,False,False,,,
"('middlegame', 'advantage', 'short')",1771.19140625,r1b1rq1k/pp4pp/4N2n/2nP1p2/2B2B2/7P/PP3PPK/R2Q1R2 b - - 4 21,c8e6,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1006.099609375,r4rk1/1pp3p1/3p2qp/pP1Pp3/P1P1N2n/3QP2P/6PK/RB3R2 b - - 0 25,g6g2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,g6g2
