target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('crushing', 'endgame', 'short', 'pin')",1169.2119140625,3r4/3r2k1/5pp1/8/3P4/2bRQ3/6PP/3R2K1 b - - 6 39,c3d4,True,False,True,,,
"('long', 'middlegame', 'mate', 'master', 'kingsideAttack', 'sacrifice', 'mateIn3', 'hookMate')",1223.3388671875,2r1br1k/p3bR1p/2qp2pN/2p1p1P1/1p2P2P/1P1P4/1PPB4/2K2R2 w - - 0 31,h7f8,True,True,False,"['middlegame', 'mateIn3', 'mate', 'hookMate', 'kingsideAttack', 'long']",True,f7f8 e7f8 f1f8 h8g7 f8g8
"('endgame', 'short', 'rookEndgame', 'mate', 'mateIn2')",1251.865234375,6r1/RR4pp/2p2k2/2Pp3P/3PPK2/5P2/1p6/1r6 w - - 4 48,e4e5,True,False,False,,,
"('middlegame', 'mate', 'master', 'kingsideAttack', 'mateIn1', 'oneMove', 'masterVsMaster')",1284.048828125,3r1rk1/3q1pb1/2p4p/ppn2N2/6Q1/4PNBP/1PB2PP1/1b4K1 w - - 4 30,g4g7,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,g4g7
"('crushing', 'middlegame', 'short', 'master', 'discoveredAttack')",1591.9873046875,rr3bk1/3P2R1/1P6/3q4/3Bp2p/3n1BpP/8/3Q1R1K b - - 2 35,f8g7,True,False,False,,,
"('endgame', 'short', 'rookEndgame', 'mate', 'mateIn2')",433.9950866699219,r5k1/1pp2p1p/prr1pPp1/8/8/7P/1P1R1PP1/3R2K1 w - - 11 28,d2d8,True,True,False,"['endgame', 'mateIn2', 'mate', 'rookEndgame', 'short']",True,d2d8 a8d8 d1d8
"('long', 'middlegame', 'advantage')",1714.138671875,1k1rqb1r/1p2n2p/p3QB2/2p5/5P2/1P1P3P/P1P4P/RN3RK1 b - - 0 18,e8g6,True,False,False,,,
"('advantage', 'endgame', 'short', 'fork', 'master')",753.933837890625,5k2/p7/6p1/5p2/3b1Pn1/5B2/P1R3KP/8 b - - 3 35,g4e3,True,True,False,"['endgame', 'advantage', 'fork', 'short']",True,g4e3 g2h1 e3c2
"('crushing', 'endgame', 'short', 'skewer')",931.12646484375,4b1k1/6p1/p4p2/1p5p/3B3P/P3PP2/1PR2K2/7r b - - 6 37,h1h2,True,True,False,"['endgame', 'crushing', 'skewer', 'short']",True,h1h2 f2g3 h2c2
"('long', 'advantage', 'endgame', 'advancedPawn')",1790.208984375,1r4k1/4Rppp/1bP5/pPp5/P2p4/6P1/5P1P/6K1 w - - 3 30,e7b7,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove', 'pin')",1426.6806640625,2rB2k1/5bpp/p1N1R3/1pn4q/8/1B2P2P/1b3PP1/3R2K1 w - - 0 37,e6e8,True,True,False,"['middlegame', 'mateIn1', 'mate', 'pin', 'oneMove']",True,e6e8
"('endgame', 'mate', 'master', 'mateIn1', 'oneMove', 'queenEndgame')",1482.2705078125,8/1p1qP3/1pp2Qpk/7p/7P/8/1P5K/8 w - - 1 44,f6h8,True,False,False,,,
"('crushing', 'endgame', 'short', 'advancedPawn')",612.94775390625,8/8/8/6P1/kp4K1/2R5/7P/8 b - - 0 48,b4c3,True,False,False,,,
"('crushing', 'hangingPiece', 'endgame', 'short', 'rookEndgame')",980.13330078125,8/1P4Rk/1r5p/4K3/8/8/8/8 b - - 0 64,h7g7,True,True,False,"['endgame', 'crushing', 'hangingPiece', 'rookEndgame', 'short']",True,h7g7 b7b8r b6b8
"('middlegame', 'mate', 'master', 'mateIn1', 'oneMove')",961.11572265625,k6r/pp6/2N4r/6p1/1P3pB1/P2P2q1/2P2RP1/3QR1K1 b - - 0 30,h6h1,True,False,False,,,
"('crushing', 'long', 'endgame')",1254.0595703125,3k2r1/1ppb4/p3p3/6pp/2P5/1q2B1QP/5PPK/8 w - - 4 32,e3g5,True,True,False,"['endgame', 'advantage', 'discoveredAttack', 'short']",True,e3g5 g8g5 g3b3
"('endgame', 'short', 'mate', 'mateIn2', 'queensideAttack')",960.0185546875,1k1rr3/pp3p1p/2p3p1/Q7/4N3/4q2P/PP4P1/3R3K w - - 4 29,d1d8,True,True,False,"['endgame', 'mateIn2', 'mate', 'queensideAttack', 'short']",True,d1d8 e8d8 a5d8
"('middlegame', 'advantage', 'short', 'fork')",1056.93505859375,r4rk1/pb3p1p/1pn1p1p1/6q1/4B3/P3PNB1/1P4PP/R2Q1RK1 b - - 5 17,g5e3,True,False,False,,,
"('crushing', 'endgame', 'veryLong', 'quietMove', 'bishopEndgame', 'defensiveMove')",2495.322265625,8/8/5B2/P7/1pk4p/4p1bP/6P1/5K2 b - - 1 49,c4b5,True,False,False,,,
"('endgame', 'mate', 'master', 'mateIn1', 'oneMove')",725.041748046875,7R/7p/5p1k/8/2r1BKPr/5P2/8/8 w - - 8 44,h8h7,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,h8h7
