target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('crushing', 'long', 'opening', 'attraction')",2012.568359375,rnb1r1k1/ppp1qpbp/3p2p1/8/1PPNn3/P3P3/1B1NBPPP/2RQ1K1R b - - 4 12,e4f2,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1150.92578125,N1rk1b1r/pp2pppp/5n2/1B2N3/3q4/7P/PPb2PP1/R1B2RK1 w - - 0 15,e5f7,True,True,False,"['opening', 'mateIn1', 'mate', 'oneMove']",False,e5f7
"('long', 'middlegame', 'advantage')",2666.48046875,rn5r/ppp2kpp/5n2/q1p5/P5b1/2NP4/1PP2RPP/R1BQ2K1 w - - 2 13,f2f6,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2')",1712.67578125,8/8/1b2Q2p/p3P1pk/8/PP4PK/5q1P/8 w - - 7 43,e6e8,True,False,False,,,
"('crushing', 'long', 'endgame', 'fork', 'sacrifice', 'attraction')",1398.8857421875,8/8/1Q5p/3P4/2q1N3/6PP/6K1/1qk5 w - - 0 50,b6b1,True,False,False,,,
"('mate', 'mateIn1', 'oneMove', 'opening')",691.029541015625,rnb2b1r/pp2k1p1/2pq1n1p/B2B3Q/4P3/8/PPP2PPP/RN2K2R w KQ - 3 13,h5f7,True,True,False,"['opening', 'mateIn1', 'mate', 'oneMove']",True,h5f7
"('crushing', 'long', 'middlegame', 'fork')",1485.927734375,1r2k1r1/5p2/p2bp3/2pbN3/2Q2P2/1N2q3/PP1R4/2K2R2 w - - 8 35,c4a4,True,False,False,,,
"('crushing', 'endgame', 'short', 'pawnEndgame')",1400.3486328125,8/8/2p3p1/1p2K1Pp/1PpP3P/P1k5/8/8 w - - 0 46,e5e4,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'sacrifice', 'attraction')",1221.14453125,5rk1/pp4pp/4p3/1PR3B1/3b1Q1P/3q2P1/4nP1K/8 w - - 2 34,f4f8,True,False,False,,,
"('middlegame', 'advantage', 'short', 'sacrifice', 'clearance')",1768.265625,1k3r2/pp3pb1/3p2N1/n1pP1QN1/2P1P3/3KP3/Pq6/1R5R b - - 1 32,b2a3,True,False,False,,,
"('advantage', 'short', 'opening')",1373.28515625,r2q1rk1/1p3pp1/p1n4p/3nP1b1/6Q1/2B5/PPP2PPP/RN1R2K1 w - - 4 17,d1d5,True,False,False,,,
"('middlegame', 'advantage', 'short')",1902.8515625,7k/2Rbr1qp/1p1p4/p3p1pQ/3nP3/PP1PR3/2P2PPP/6K1 b - - 2 27,d7e8,True,False,False,,,
"('short', 'mate', 'mateIn2', 'opening')",934.05224609375,rnbk4/ppppqpQp/8/8/8/3PBN2/PPP1KbPP/RN3B1R b - - 0 9,e7e3,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove')",1613.19921875,1r1q2k1/1r1P3p/3R2pP/2p1Qp2/P3p3/6P1/1p3PK1/8 w - - 4 47,e5g7,True,False,False,,,
