target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('middlegame', 'advantage', 'short', 'skewer')",1256.25390625,r4rk1/pbp2pp1/1p2p2p/3q4/3P4/P1PQP3/4BPPP/R4RK1 w - - 2 15,e2f3,True,False,False,,,
"('crushing', 'middlegame', 'short', 'fork')",1093.873046875,1r4k1/3BQ1b1/1n1p3p/1R4p1/2q1Pp2/7P/5PPK/8 w - - 0 44,d7e6,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2')",1131.908203125,r2qk3/ppp4p/5pp1/4p2n/2B1P1QP/3P4/PbP3P1/RN4K1 w q - 0 16,g4e6,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",984.8876953125,2r1k1n1/pp1b3p/4p1NQ/q2pPpb1/3P2p1/P2B4/1Pr2PPP/R3K2R w KQ - 0 25,h6f8,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2', 'backRankMate')",560.0093994140625,6k1/1pr2ppp/8/1q6/1P2p3/4P1P1/2r2P2/2nRB1K1 w - - 0 31,d1d8,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'short']",True,d1d8 b5e8 d8e8
"('crushing', 'endgame', 'short', 'defensiveMove')",1733.8876953125,6k1/p5p1/1p2P2p/2pp3P/3P1q2/2P4N/P5PK/8 w - - 0 39,h3f4,True,False,False,,,
"('crushing', 'long', 'endgame', 'rookEndgame', 'advancedPawn')",1512.259765625,8/7k/1p2P1pP/6r1/3p4/8/4KR2/8 w - - 0 54,f2f7,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'kingsideAttack', 'doubleCheck')",1090.947265625,r2q1r1k/pp4p1/3p1b2/3N1pN1/2nR3P/8/PPP2PP1/2K4R w - - 0 21,d5f6,True,False,False,,,
"('crushing', 'endgame', 'short')",1523.962890625,8/2kp4/4p1N1/2rqP1K1/1p1P1P2/6P1/8/3Q4 w - - 0 38,d4c5,True,True,False,"['endgame', 'advantage', 'short']",True,g6e7 d5c4 d4c5
"('crushing', 'long', 'middlegame', 'pin')",2308.072265625,1k4rr/p6P/1p2Q1B1/3p1p2/2pP1P2/2q1b2K/8/1R1R1N2 b - - 0 33,h8h7,True,False,False,,,
"('middlegame', 'advantage', 'short')",1583.2099609375,3r1rk1/5p2/2pq3p/p1bp1b2/Pp1Nn3/1B1Q4/1PP3PP/R4R1K w - - 0 22,d4f5,True,False,False,,,
"('long', 'middlegame', 'advantage')",2587.484375,rb4q1/5pkp/pp4p1/2pQP3/5Pb1/1BP5/PP5P/3R2K1 w - - 0 29,e5e6,True,False,False,,,
"('endgame',)",1958.44140625,5k2/5P2/4pKB1/3b3P/8/1pp5/8/8 w - - 0 55,h5h6,True,False,False,,,
"('long', 'middlegame', 'advantage', 'kingsideAttack', 'advancedPawn')",1425.94921875,r1r3k1/p7/1p2qnNp/nP1p4/1Q1Pp2P/4PPp1/P3B1P1/2R2RK1 b - - 1 26,e6e3,True,True,False,"['middlegame', 'advantage', 'short']",False,c8c1 f1c1 e4f3
"('middlegame', 'advantage', 'veryLong', 'discoveredAttack', 'defensiveMove')",2296.369140625,3r2k1/p2n1ppp/1p2pn2/8/2qN4/5P1P/PPB2QP1/3R2K1 w - - 0 25,d4c6,True,False,True,,,
"('crushing', 'endgame', 'short', 'defensiveMove')",1279.66015625,r5r1/1pk2R1p/pp6/1Bbp4/8/1P6/P1P2PPP/R5K1 b - - 1 23,a6b5,True,False,False,,,
"('endgame',)",2022.80859375,5r2/8/4kp1p/1p2p1p1/1P4P1/3QB2P/q4P1K/8 w - - 0 40,e3c5,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2')",1022.9228515625,r7/pp2prk1/6n1/4PqQR/3P4/8/6P1/6K1 w - - 0 32,g5h6,True,True,False,"['endgame', 'advantage', 'discoveredAttack', 'short']",False,g5h6 g7g8 h5f5
"('endgame', 'short', 'mate', 'mateIn2')",1098.9931640625,6k1/2p1rpp1/p2p3p/3P2q1/8/3Q4/2B2PPK/8 w - - 2 28,d3h7,True,True,False,"['endgame', 'mateIn2', 'mate', 'short']",True,d3h7 g8f8 h7h8
"('hangingPiece', 'advantage', 'endgame', 'short', 'intermezzo')",1801.1806640625,4r1k1/p4q1p/2p3p1/5R2/2P5/3P2QP/P4PP1/4R1K1 b - - 0 28,e8e1,True,True,False,"['endgame', 'advantage', 'hangingPiece', 'short']",False,e8e1 g1h2 f7f5
"('crushing', 'long', 'middlegame', 'discoveredAttack', 'deflection', 'queensideAttack')",2351.958984375,2krQb1r/2p2pp1/1p2q3/pB5p/P2p1B2/7P/1PP2PP1/R5K1 w - - 4 20,b5a6,True,True,False,"['middlegame', 'advantage', 'deflection', 'queensideAttack', 'short']",False,b5a6 c8b8 e8d8
"('endgame', 'short', 'rookEndgame', 'mate', 'mateIn2', 'backRankMate', 'xRayAttack')",1056.93505859375,1Rr3k1/r1r2ppp/4p3/3p4/7P/6P1/6K1/2R5 w - - 0 38,b8c8,True,True,False,"['endgame', 'mateIn2', 'mate', 'backRankMate', 'xRayAttack', 'rookEndgame', 'short']",True,b8c8 c7c8 c1c8
"('long', 'advantage', 'endgame')",1461.05859375,5b1r/1k3pp1/2pRq2p/p2pP3/1Q1P3P/4BP2/PP4P1/1K6 b - - 0 28,a5b4,True,False,False,,,
"('crushing', 'long', 'endgame', 'fork', 'advancedPawn', 'attraction', 'promotion', 'underPromotion')",2008.1796875,6rk/p6p/1b6/6R1/4p3/4p1PP/PPP2pK1/2R5 b - - 3 30,e3e2,True,False,True,,,
"('crushing', 'endgame', 'short', 'pawnEndgame', 'zugzwang', 'quietMove')",1436.9208984375,8/2k5/pp2p2p/1Pp1P1p1/P1P2pP1/8/4KP2/8 b - - 0 45,a6a5,True,False,False,,,
"('hangingPiece', 'middlegame', 'advantage', 'short')",1586.8671875,r2k2r1/p2nqppp/1ppbp3/6Q1/3P3N/2NB3P/PP2bP2/2R1K1R1 w - - 8 22,c3e2,True,False,False,,,
"('crushing', 'endgame', 'rookEndgame', 'veryLong', 'advancedPawn', 'promotion')",2281.740234375,8/RKP1k1pp/4p3/1P2P3/8/5p2/8/2r5 w - - 0 53,b5b6,True,False,True,,,
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",1107.0390625,4r1qk/pp2n2p/8/4Np2/P2p1P2/1P1P2rP/2P5/R3QR1K b - - 1 29,g3h3,True,False,False,,,
"('crushing', 'endgame', 'short', 'defensiveMove')",2248.09375,1r6/8/3R4/p3pn1P/2B2pk1/P2P4/6K1/8 w - - 1 57,d6g6,True,False,False,,,
"('middlegame', 'advantage', 'short', 'fork')",1054.00927734375,8/r3kB2/P6p/4N1p1/2pbn1N1/2np2PK/7P/5R2 w - - 2 35,e5c6,True,False,False,,,
"('middlegame', 'advantage', 'short', 'fork')",1015.97412109375,r1b1k2r/ppp2p2/7p/3Pq3/1b2p3/2N5/PP3PPP/R2QK1NR w KQkq - 0 15,d1a4,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove', 'doubleBishopMate')",852.86181640625,8/5pk1/p3b2p/1p6/3b2P1/1P1R4/P1Bp3P/7K b - - 4 39,e6d5,True,False,False,,,
"('endgame', 'mate', 'master', 'mateIn1', 'oneMove', 'queenEndgame')",838.96435546875,2k5/1p6/p2p4/P1pP3p/2P4P/5Q1K/1P3P2/6q1 b - - 1 42,g1h2,True,False,False,,,
"('long', 'middlegame', 'advantage', 'master', 'defensiveMove')",1735.3505859375,r1r2k2/1p2qpb1/3ppn2/1b4Qp/3BP2P/2N2P2/B1P1K3/3R3R w - - 2 26,c3b5,True,False,False,,,
"('crushing', 'long', 'endgame', 'exposedKing', 'deflection', 'advancedPawn', 'promotion')",1119.83935546875,1k6/8/KP6/2N5/P6p/8/8/7r w - - 1 58,c5d7,True,True,False,"['endgame', 'advantage', 'deflection', 'advancedPawn', 'exposedKing', 'promotion', 'long']",True,c5d7 b8c8 b6b7 c8d7 b7b8q
"('crushing', 'endgame', 'short', 'fork')",1122.03369140625,8/5rpk/6p1/8/1b2N3/6P1/2R3KP/8 w - - 3 40,e4g5,True,False,False,,,
