target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('crushing', 'kingsideAttack', 'veryLong', 'opening', 'pin', 'enPassant')",2043.2890625,rnbq1rk1/1p3pb1/p1ppn2p/3QP3/3P4/3B1N2/PP3PPP/R1B2RK1 w - - 1 16,d5e4,True,False,False,,,
"('crushing', 'endgame', 'rookEndgame', 'veryLong', 'deflection', 'advancedPawn', 'promotion', 'defensiveMove')",2248.09375,8/2P1R2p/3K3k/8/3r4/8/8/8 w - - 10 61,d6c5,True,False,False,,,
"('crushing', 'long', 'endgame', 'quietMove', 'advancedPawn', 'promotion')",2006.716796875,5k2/8/2P2p2/3Bn3/6p1/5r2/7p/1K5R w - - 1 38,c6c7,True,False,False,,,
"('middlegame', 'mate', 'mateIn1', 'oneMove')",1433.263671875,7R/2r1bkrR/4p1p1/p2pP1P1/Pp1P2N1/1P2P3/5K2/2q5 w - - 8 46,g4h6,True,True,False,"['middlegame', 'mateIn1', 'mate', 'oneMove']",True,g4h6
"('endgame', 'short', 'mate', 'mateIn2')",890.16552734375,8/5pkp/4p1p1/1BR1Pnb1/1p1n4/1P3P2/1B3P1P/1K6 b - - 3 33,d4b3,True,False,False,,,
"('crushing', 'endgame', 'short')",1332.32421875,1r5k/1q3ppp/4p3/4N1PP/P2Pb3/8/Q4P2/K1R5 b - - 2 35,b7b1,True,False,False,,,
"('crushing', 'long', 'endgame')",2379.75390625,6k1/2pq3p/1p1p2pr/3Pb1p1/2P5/1P1r3P/5QP1/5R1K w - - 4 32,f2f8,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,f2f8
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",1019.9970703125,r1b1k2r/ppq2Np1/4p1np/1P6/2p3n1/1BNP4/P1PB2PP/R3QR1K b kq - 0 18,c7h2,True,True,False,"['middlegame', 'mateIn1', 'mate', 'kingsideAttack', 'oneMove']",True,c7h2
"('crushing', 'endgame', 'short')",1028.04296875,6R1/7p/5p2/R5b1/2p3k1/7r/2P3K1/8 w - - 0 48,g8g5,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'balestraMate')",2006.716796875,Q3n3/p1p1kpp1/3p3p/4Pb2/2qP4/4KN2/P4PPP/2R4R b - - 0 18,c4d3,True,False,False,,,
"('crushing', 'middlegame', 'short', 'defensiveMove')",1679.7607421875,r5r1/p4kpQ/2b1pq2/1pB2p2/3P1PP1/8/PPP4P/R3R1K1 b - - 0 20,f5g4,True,False,False,,,
"('crushing', 'middlegame', 'kingsideAttack', 'veryLong')",2356.34765625,2rq2k1/p3rpb1/1p4pp/4P3/P3p3/1P1Q1N2/1B3PPP/3R2K1 w - - 0 24,d3d8,True,True,False,"['middlegame', 'advantage', 'kingsideAttack', 'short']",True,d3d8 c8d8 d1d8
"('advantage', 'endgame', 'short', 'quietMove')",1990.625,1rb3k1/p4pB1/5Q1p/2pq4/4p3/p5P1/1P3P1P/4R1K1 w - - 0 34,g7h8,True,False,False,,,
"('crushing', 'endgame', 'short', 'fork')",927.8349609375,6k1/3b1p2/N6p/3p4/1p4p1/1P2P1P1/4KP1P/8 b - - 0 28,d7b5,True,True,False,"['endgame', 'advantage', 'fork', 'short']",True,d7b5 e2d2 b5a6
"('crushing', 'endgame', 'short', 'fork', 'master')",708.949951171875,8/8/p1r1kp2/2np4/4p1pP/1P4P1/3K1PN1/R7 b - - 5 40,c5b3,True,False,False,,,
"('long', 'advantage', 'endgame', 'fork', 'attraction')",1469.8359375,r1q2r1k/p6p/1p4p1/1PpR4/P1P1p3/4P3/Q5PP/5RK1 b - - 0 26,f8f1,True,False,False,,,
"('endgame',)",490.979248046875,8/3R4/1kr5/p1p3PK/P7/3Q4/8/4qn2 w - - 2 51,d3b5,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,d3b5
"('long', 'middlegame', 'advantage', 'fork', 'master', 'pin', 'deflection')",1999.40234375,r1r5/p3kpp1/4p3/1p1nQ3/b1qNR3/8/P1P1RPPP/1K6 w - - 6 22,e5e6,True,False,False,,,
"('endgame', 'mate', 'mateIn1', 'oneMove')",1758.025390625,2r5/2q2pk1/3p4/3Ppp2/1p4PQ/p2P1P2/PP6/1K5R w - - 1 29,h4g5,True,False,False,,,
"('middlegame', 'advantage', 'short')",1602.2275390625,r1bq1bnr/ppNp1k2/3P1p1p/2B3p1/2n1P3/8/P4PPP/R2Q1RK1 w - - 1 14,d1h5,True,False,False,,,
