target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('middlegame', 'mate', 'master', 'mateIn1', 'oneMove')",1150.1943359375,2r1k2b/3bn3/p3N1p1/1pnpPPP1/8/1P1B4/PBP5/R3K3 w Q - 0 25,e6f7,True,False,False,,,
"('crushing', 'long', 'middlegame')",1067.90673828125,r1b3k1/p1p3pp/2p1p3/2P5/4Qr1q/7P/P4PP1/1RB3K1 w - - 0 22,e4f4,True,False,False,,,
"('crushing', 'endgame', 'rookEndgame', 'veryLong')",1381.3310546875,2r5/4k3/1K4p1/1R1PP2p/2r4P/8/6P1/8 w - - 1 41,d5d6,True,False,True,,,
"('crushing', 'endgame', 'short', 'rookEndgame', 'master')",1235.7734375,8/p3r1k1/6p1/3K4/1PR5/4Pp2/P4P1p/8 w - - 0 43,c4h4,True,False,False,,,
"('endgame', 'short', 'mate', 'mateIn2')",848.8388671875,8/8/1kpRNp1r/4rP2/1n6/8/P4RP1/6K1 b - - 6 45,e5e1,True,False,False,,,
"('long', 'middlegame', 'advantage', 'fork')",804.9521484375,r3kb1r/pp3ppp/4p3/8/2Nn4/2B4P/P4PP1/RN3RK1 b kq - 0 17,d4e2,True,False,False,,,
"('crushing', 'endgame', 'short', 'advancedPawn', 'defensiveMove')",1488.1220703125,4B3/8/3B1k1P/3n1p2/5P2/p1n3P1/7K/r7 w - - 1 43,h6h7,True,False,False,,,
"('crushing', 'middlegame', 'short')",1433.9951171875,r2qr1k1/ppp2pp1/5n1p/4p3/2P3b1/2PBP1B1/P1Q2PPP/R4RK1 b - - 0 13,e5e4,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2')",1325.009765625,1rN4k/pR3Bpp/4Q3/2q2P2/8/8/P4PPP/4b1K1 b - - 0 30,c5f2,True,True,False,"['middlegame', 'mateIn2', 'mate', 'short']",True,c5f2 g1h1 f2f1
"('endgame', 'mate', 'master', 'mateIn1', 'oneMove', 'cornerMate')",1763.876953125,5k2/2R4p/7N/5nPK/3r4/8/8/8 b - - 0 57,f5g3,True,True,False,"['endgame', 'mateIn1', 'mate', 'oneMove']",True,f5g3
