target_themes,target_rating,fen,best_move,is_legal,is_puzzle,counter_intuitive,actual_themes,themes_match,main_line
"('middlegame', 'short', 'mate', 'mateIn2', 'kingsideAttack')",1294.2890625,r1bq1rk1/p3npp1/4pn1p/2pp2N1/6N1/4P3/PPQB1PPP/R4RK1 w - - 0 17,g4f6,True,False,False,,,
"('middlegame', 'advantage', 'short', 'master', 'defensiveMove')",1580.2841796875,3R1rk1/pb5p/1pq2ppP/2b5/5Q2/5N2/PP3PP1/4R1K1 b - - 0 24,f8d8,True,False,False,,,
"('crushing', 'long', 'endgame', 'master', 'pin')",1731.693359375,4r3/4q1k1/p5P1/1pbpPB1Q/2p5/4P3/P5R1/7K b - - 0 38,e8h8,True,False,False,,,
"('crushing', 'long', 'endgame', 'deflection', 'queenEndgame')",1836.2900390625,8/7k/6p1/4Q3/7p/3qP1PP/7K/8 b - - 0 39,d3d2,True,False,False,,,
"('crushing', 'endgame', 'short', 'bishopEndgame')",1853.11328125,5B2/5p2/2k5/p3p3/P2bP1K1/1P6/8/8 w - - 5 43,f8g7,True,False,False,,,
"('middlegame', 'short', 'mate', 'mateIn2', 'kingsideAttack')",1148.0,1bN2rk1/2q2pp1/p1n1p2p/1p6/8/P1R1P2P/BP2QPP1/3R2K1 b - - 0 22,c7h2,True,True,False,"['middlegame', 'mateIn2', 'mate', 'kingsideAttack', 'short']",True,c7h2 g1f1 h2h1
"('middlegame', 'advantage', 'short', 'master')",1861.1591796875,1r2r1k1/3b1ppp/p2p4/P2PP3/1p2n3/1Q1B1N2/1P3qPP/R1B1R2K w - - 2 26,e1e4,True,False,False,,,
"('crushing', 'long', 'endgame')",1874.3251953125,6k1/5pp1/4p2p/Q2pN3/3P3P/4P1P1/1q2KP2/2b5 w - - 7 33,a5d8,True,False,False,,,
"('middlegame', 'advantage', 'short')",2395.845703125,r1bqk2r/pp2p2p/5pp1/2pPp3/1n6/1Bb1BN2/P1P2PPP/1R1Q1RK1 w kq - 0 13,f3e5,True,False,False,,,
"('middlegame', 'short', 'fork', 'mate', 'mateIn2')",1253.328125,1rr4k/p2b1p1B/3bp2B/q7/8/P1n1P2P/5PP1/3Q1RK1 w - - 0 26,d1d4,True,False,False,,,
"('crushing', 'middlegame', 'kingsideAttack', 'veryLong')",2319.775390625,1r1q1rk1/1b3pp1/pnp1pb1p/8/3PN3/5N2/PPB1QPPP/2RR2K1 w - - 8 19,e4f6,True,False,False,,,
"('middlegame', 'mate', 'kingsideAttack', 'mateIn1', 'oneMove')",702.001220703125,r2q1rk1/pp1bbp1p/6pQ/3p4/8/7R/P2B1PPP/4R1K1 w - - 0 19,h6h7,True,False,False,,,
"('crushing', 'middlegame', 'short')",2610.890625,rr4k1/5pbp/P2p2p1/2q5/2P1PB2/Q4P2/4K1PP/1RR5 b - - 8 33,g7d4,True,False,False,,,
"('middlegame', 'advantage', 'short', 'interference')",1505.6767578125,3r2nk/1p4pp/2b1qp2/Q3P3/5B2/2N5/PPP3PP/4R1K1 b - - 2 23,d8d4,True,False,False,,,
"('advantage', 'endgame', 'short')",1597.107421875,6k1/1r4p1/4p1p1/p2pP1Pp/2pP3P/r1N1P3/1P1R1K2/8 w - - 0 32,b2a3,True,False,False,,,
"('crushing', 'endgame', 'short', 'pin')",1093.1416015625,r7/5k1p/3p3p/1p1bpp1P/1Pq5/P4P2/1Q1R2P1/3B3K w - - 4 33,d1b3,True,False,False,,,
